Rank,CreatorName,Description,CreatorSite,Patrons,Earnings,EarningPerPatron,DaysRunning,Launched
37,Amy T. Falcone,Amy T. Falcone is creating Drawings & Art (amytfalcone),https://graphtreon.com/creator/amytfalcone,393,,,476,Jun 2018
38,smoothie77,smoothie77 is creating drawing and painting tutorials (smoothie77),https://graphtreon.com/creator/smoothie77,384,"$1,381 per month",$3.60 per month,1224,May 2016
39,Banshee Miniature Art Academy,"Banshee Miniature Art Academy is creating a miniature painting, sculpting and designing academy (miniatureartacademy)",https://graphtreon.com/creator/miniatureartacademy,378,,,367,Sep 2018
40,pikaole,"pikaole is creating fish, marine life, shrimp, animal art & character (pikaole)",https://graphtreon.com/creator/pikaole,368,,,943,Mar 2017
41,Toni Infante,"Toni Infante is creating Illustrations, Fanarts & Tutorials (toniinfante)",https://graphtreon.com/creator/toniinfante,365,,,1111,Sep 2016
42,Gallus Rostromegalus,"Gallus Rostromegalus is creating Short Stories, illustrations, scientific illustration,  Novels (gallusrostromegalus)",https://graphtreon.com/creator/gallusrostromegalus,353,,,302,Dec 2018
43,Yagi the Goat,Yagi the Goat is creating drawings & comics (s1120411),https://graphtreon.com/creator/s1120411,346,$843 per month,$2.44 per month,1096,Oct 2016
44,Inkie Quill,"Inkie Quill is creating Scrapbooking, Art Journaling, Painting, Journaling and Crafty Sh (inkiequill)",https://graphtreon.com/creator/inkiequill,343,,,824,Jun 2017
45,James’rpgart,James’rpgart is creating Animated Artworks for D&D and RPG Adventure Locations (jamesrpgart),https://graphtreon.com/creator/jamesrpgart,340,$601 per creation,$1.77 per creation,354,Oct 2018
46,MAMOBOT,MAMOBOT is creating monthly pin club and artwork! (mamobot),https://graphtreon.com/creator/mamobot,331,,,689,Nov 2017
47,Happy D. Artist,"Happy D. Artist is creating Oil paintings, painting videos, tutorials (happydartist)",https://graphtreon.com/creator/happydartist,329,,,1340,Jan 2016
48,Bre Indigo,Bre Indigo is creating Webcomics and Illustrations (ndgoarts),https://graphtreon.com/creator/ndgoarts,327,$654 per month,$2.00 per month,1526,Jul 2015
49,Bogusz Bohun Stupnicki,Bogusz Bohun Stupnicki is creating miniature painting art (bohunarts),https://graphtreon.com/creator/bohunarts,326,"$3,108 per month",$9.53 per month,712,Oct 2017
50,tsuaii,tsuaii is creating Character Art (tsuaii),https://graphtreon.com/creator/tsuaii,323,,,1822,Oct 2014
51,aurahack,aurahack is creating visual art of colorful spaces and cute girls (aurahack),https://graphtreon.com/creator/aurahack,322,,,1275,Apr 2016
52,Craig Mullins,"Craig Mullins is creating Art, Illustration",https://graphtreon.com/creator/user?u=2466799,321,"$2,283 per Image",$7.11 per Image,1437,Oct 2015
53,JRN-Arts,JRN-Arts is creating Anthro Illustrations and Original Life +5 (jrnarts),https://graphtreon.com/creator/jrnarts,316,,,552,Mar 2018
54,Annie Stegg Gerard,Annie Stegg Gerard is creating oil paintings (AnnieSteggGerard),https://graphtreon.com/creator/AnnieSteggGerard,306,"$4,569 per month",$14.93 per month,551,Mar 2018
55,Alicia Aradilla,Alicia Aradilla is creating watercolour demos & tutorials (aradilla),https://graphtreon.com/creator/aradilla,301,,,244,Jan 2019
56,SenshiStock,SenshiStock is creating Drawing References (senshistock),https://graphtreon.com/creator/senshistock,298,,,1537,Jul 2015
57,Ækashics,Ækashics is creating RPG Assets for any engine!  (aekashics),https://graphtreon.com/creator/aekashics,296,,,1339,Feb 2016
58,Créations CeeCee,"Créations CeeCee is creating watercolor paintings, acrylic paintings, drawings (CreationsCeeCee)",https://graphtreon.com/creator/CreationsCeeCee,296,,,1430,Nov 2015
59,Synnesai,Synnesai is creating Digital Illustration  (synnesai),https://graphtreon.com/creator/synnesai,295,,,1736,Dec 2014
60,Jenny Dolfen,Jenny Dolfen is creating art. And pins. And art pins.  (jennydolfen),https://graphtreon.com/creator/jennydolfen,294,,,1646,Mar 2015
61,Saul Espinosa,Saul Espinosa is creating Tutorials - Step by Steps - Matte Paintings - Art (theartofsaul),https://graphtreon.com/creator/theartofsaul,293,,,789,Aug 2017
62,Chet Zar,"Chet Zar is creating Oil paintings, sculptures, drawings and tutorials (chetzar)",https://graphtreon.com/creator/chetzar,293,,,583,Feb 2018
63,Christine Karron,Christine Karron is creating illustrations (christinekarron),https://graphtreon.com/creator/christinekarron,283,,,559,Mar 2018
64,Akuma Press,Akuma Press is creating a monthly pin club! (akumapress),https://graphtreon.com/creator/akumapress,282,,,343,Oct 2018
65,Anthony Scroggins,Anthony Scroggins is creating Scifi Artwork (ShimmeringSword),https://graphtreon.com/creator/ShimmeringSword,282,$672 per month,$2.38 per month,1768,Nov 2014
66,Piper Thibodeau,Piper Thibodeau is creating Daily Paintings (piperdraws),https://graphtreon.com/creator/piperdraws,280,,,1724,Jan 2015
67,Thomas Romain and his sons,Thomas Romain and his sons is creating designs and illustrations  (thomasromain),https://graphtreon.com/creator/thomasromain,280,,,899,Apr 2017
68,rk  post,rk  post is creating Exclusive tokens (art cards) (rkpost),https://graphtreon.com/creator/rkpost,275,,,1141,Aug 2016
69,Mateusz Urbanowicz,"Mateusz Urbanowicz is creating Animation, Illustration, Watercolours. Also, background art. (mateuszurbanowicz)",https://graphtreon.com/creator/mateuszurbanowicz,275,$874 per month,$3.18 per month,804,Jul 2017
70,Jesse Hamm,Jesse Hamm is creating Art and Writing Essays About Drawing Comics (jessehamm),https://graphtreon.com/creator/jessehamm,274,$603 per month,$2.20 per month,1293,Mar 2016
71,Eliza Gauger,Eliza Gauger is creating Problem Glyphs (problemglyphs),https://graphtreon.com/creator/problemglyphs,267,,,2035,Mar 2014
72,Flameon Miniatures,Flameon Miniatures is creating tutorials about painting miniatures (FlameonMiniatures),https://graphtreon.com/creator/FlameonMiniatures,249,,,937,Mar 2017
73,Aaron McKee,Aaron McKee is creating horror narrations and 3D artwork. (thevolgun),https://graphtreon.com/creator/thevolgun,244,,,675,Nov 2017
74,Nivanh Chanthara,Nivanh Chanthara is creating Concept-Arts and Illustrations. (nivanhchanthara),https://graphtreon.com/creator/nivanhchanthara,242,,,668,Dec 2017
75,Michelle Coffee,Michelle Coffee is creating a print + sticker club  (michellecoffee),https://graphtreon.com/creator/michellecoffee,239,,,152,May 2019
76,Ty Carter,Ty Carter is creating Illustrations (tycarter),https://graphtreon.com/creator/tycarter,237,"$4,093 per month",$17.27 per month,1331,Feb 2016
77,Daria Cohen,Daria Cohen is creating Animation and Illustrations (DariaCohen),https://graphtreon.com/creator/DariaCohen,236,"$1,310 per month",$5.55 per month,734,Sep 2017
78,Charlie Bowater,Charlie Bowater is creating Illustrations (charliebowater),https://graphtreon.com/creator/charliebowater,236,$803 per month,$3.40 per month,736,Sep 2017
79,Daria Callie,"Daria Callie is creating oil paintings, painting tutorials and other art-related videos (dariacallie)",https://graphtreon.com/creator/dariacallie,235,,,415,Aug 2018
80,Alex Steacy,Alex Steacy is creating comics and artwork (alexsteacy),https://graphtreon.com/creator/alexsteacy,233,$799 per month,$3.43 per month,1882,Aug 2014
81,Lord Gris,"Lord Gris is creating Postcards, Illustrations & Paintings (lordgris)",https://graphtreon.com/creator/lordgris,233,"$1,989 per month",$8.54 per month,155,Apr 2019
82,Kujo Painting,Kujo Painting is creating Miniature Painting Tutorials (kujopainting),https://graphtreon.com/creator/kujopainting,233,$914 per month,$3.92 per month,793,Jul 2017
83,Fishball,Fishball is creating My Giant Nerd Boyfriend (fishballishere),https://graphtreon.com/creator/fishballishere,227,,,495,May 2018
84,Nipuni,"Nipuni is creating Illustrations, Art videos, Tutorials and Fanart (nipuni)",https://graphtreon.com/creator/nipuni,221,,,852,Jun 2017
85,Jason Porath,Jason Porath is creating Rejected Princesses: illustrations and tales of badass women (rejectedprincesses),https://graphtreon.com/creator/rejectedprincesses,220,,,1076,Oct 2016
86,Pauline,Pauline is creating Illustrations (Punziella),https://graphtreon.com/creator/Punziella,216,,,936,Mar 2017
87,Oliver Späth,Oliver Späth is creating Miniature Art (Oliver_Spaeth),https://graphtreon.com/creator/Oliver_Spaeth,214,,,602,Feb 2018
88,punimelt,punimelt is creating small + big things (punimelt),https://graphtreon.com/creator/punimelt,205,,,1001,Jan 2017
89,Goro Fujita,Goro Fujita is creating Live Painting and Animation Tutorials -  Art Prints (goro),https://graphtreon.com/creator/goro,203,,,1240,May 2016
90,Bryan Schiavone,Bryan Schiavone is creating drawings and lessons (bryanthegirl),https://graphtreon.com/creator/bryanthegirl,202,,,463,Jun 2018
91,Camilla d'Errico,Camilla d'Errico is creating Pop Surrealist Manga Art (camilladerrico),https://graphtreon.com/creator/camilladerrico,201,,,748,Sep 2017
92,Sergey Kolesov,Sergey Kolesov is creating artworks and videos (peleng),https://graphtreon.com/creator/peleng,199,$580 per month,$2.91 per month,1731,Jan 2015
93,John Larriva,"John Larriva is creating Paintings, Demos, and Sketches (johnlarriva)",https://graphtreon.com/creator/johnlarriva,198,,,1433,Oct 2015
94,Sibylline Meynet,Sibylline Meynet is creating illustrations (sibyllinem),https://graphtreon.com/creator/sibyllinem,195,"$1,910 per month",$9.79 per month,738,Sep 2017
95,minusT,"minusT is creating Fanarts, Paintings and Animations (tauminust)",https://graphtreon.com/creator/tauminust,194,,,1412,Nov 2015
96,Unmask Art,Unmask Art is creating Colored Pencil & Pastel Tutorials  (UnmaskArt),https://graphtreon.com/creator/UnmaskArt,194,"$1,031 per month",$5.31 per month,1582,Jun 2015
97,Paper Panda,"Paper Panda is creating Artwork, Downloads and Smiles! (paperpanda)",https://graphtreon.com/creator/paperpanda,191,,,1059,Nov 2016
98,ColorByFeliks,ColorByFeliks is creating Acrylic Painting For All :D (colorbyfeliks),https://graphtreon.com/creator/colorbyfeliks,191,,,634,Jan 2018
99,A Stranger Dream,A Stranger Dream is creating Horror Illustrations & Bookmarks (astrangerdream),https://graphtreon.com/creator/astrangerdream,190,"$1,383 per month",$7.28 per month,364,Oct 2018
100,missmonster,"missmonster is creating mold/casting , toy, costume, prop and painting tutorials! (missmonster)",https://graphtreon.com/creator/missmonster,188,"$1,247 per month",$6.63 per month,1089,Oct 2016
