Rank,CreatorName,Description,CreatorSite,Patrons,Earnings,EarningPerPatron,DaysRunning,Launched
946,Mayumi Ogihara,"Mayumi Ogihara is creating Fantasy illustration, colouring pages, and colouring books (mayumiogihara)",https://graphtreon.com/creator/mayumiogihara,18,,,336,Oct 2018
947,Motocross Saito,Motocross Saito is creating pixelart&illustration (moot_sai),https://graphtreon.com/creator/moot_sai,18,$47 per month,$2.62 per month,582,Feb 2018
948,soxu,soxu is creating Hellish (soxu),https://graphtreon.com/creator/soxu,18,$36 per month,$2.01 per month,507,May 2018
949,Suzarte1,"Suzarte1 is creating ART, ILLUSTRATIONS, COMICS, CHARACTER CONCEPT ART...  (suzarte)",https://graphtreon.com/creator/suzarte,18,,,1437,Oct 2015
950,Delyth Thomas,Delyth Thomas is creating Dragons and Fantasy Art (DelythThomas),https://graphtreon.com/creator/DelythThomas,18,$134 per month,$7.44 per month,1343,Jan 2016
951,Werepuppy,Werepuppy is creating Furry Art  (Werepuppy),https://graphtreon.com/creator/Werepuppy,18,$158 per month,$8.77 per month,1335,Feb 2016
952,Username,"Username is creating artwork, tutorials and makeup looks (aallybishop)",https://graphtreon.com/creator/aallybishop,18,$69 per month,$3.84 per month,796,Jul 2017
953,Misa,Misa is creating cute art (floramisa),https://graphtreon.com/creator/floramisa,18,$149 per month,$8.26 per month,1161,Jul 2016
954,Scott Christian Sava,Scott Christian Sava is creating a STORIES and ART! (ssava),https://graphtreon.com/creator/ssava,18,$79 per month,$4.37 per month,307,Nov 2018
955,Elwing @elwingbling Gonzalez,Elwing @elwingbling Gonzalez is creating Artwork (Elwingbling),https://graphtreon.com/creator/Elwingbling,18,,,440,Jul 2018
956,MacIntyre Rath,MacIntyre Rath is creating Character Illustrations (Macintyrerath),https://graphtreon.com/creator/Macintyrerath,18,$106 per month,$5.86 per month,1218,Jun 2016
957,Rhonda Libbey,Rhonda Libbey is creating an art book: Visions From the Dream Diary (RhondaLibbey),https://graphtreon.com/creator/RhondaLibbey,18,,,718,Oct 2017
958,Jiyû Kaze,Jiyû Kaze is creating artworks (jiyukaze),https://graphtreon.com/creator/jiyukaze,18,,,1355,Jan 2016
959,Eric Francis,Eric Francis is creating acrylic paintings & drawings (ericfrancis),https://graphtreon.com/creator/ericfrancis,18,,,785,Aug 2017
960,Elif Siebenpfeiffer,Elif Siebenpfeiffer is creating Art and Illustration (elifsiebenpfeiffer),https://graphtreon.com/creator/elifsiebenpfeiffer,18,$240 per month,$13.34 per month,1006,Dec 2016
961,Nils Britwum,Nils Britwum is creating Digital Artworks (NilsBritwum),https://graphtreon.com/creator/NilsBritwum,18,,,480,Jun 2018
962,Weasels on Easels,Weasels on Easels is creating Fursuits and Fine Art (weaselsoneasels),https://graphtreon.com/creator/weaselsoneasels,18,,,1080,Oct 2016
963,Nyaasu,Nyaasu is creating artwork / video game fanart / cutesy nonsense (nyaasu),https://graphtreon.com/creator/nyaasu,18,,,1183,Jul 2016
964,Demitsorou,Demitsorou is creating Biomechanical Designs and Illustrations (demitsorou),https://graphtreon.com/creator/demitsorou,18,$115 per month,$6.40 per month,1161,Jul 2016
965,Joshua Tygerwolfe Ward,"Joshua Tygerwolfe Ward is creating furry art, and books! (tygerwolfe)",https://graphtreon.com/creator/tygerwolfe,18,$158 per month,$8.79 per month,1992,Apr 2014
966,ericanthonyj,ericanthonyj is creating Digital paintings & Drawings (ericanthonyj),https://graphtreon.com/creator/ericanthonyj,18,$145 per (f)Art Batch (usually twice a month),$8.07 per (f)Art Batch (usually twice a month),584,Feb 2018
967,SpOoKy777,SpOoKy777 is creating 2D and 3D Battletech/Mechwarrior Fanart (spooky777),https://graphtreon.com/creator/spooky777,18,$95 per month,$5.27 per month,946,Feb 2017
968,Dominic Murphy,Dominic Murphy is creating art and character design (scruffyshenanigans),https://graphtreon.com/creator/scruffyshenanigans,18,,,178,Apr 2019
969,inkieheart,inkieheart is creating cute art  (inkieheart),https://graphtreon.com/creator/inkieheart,18,,,1884,Aug 2014
970,Jhonatan S. Silva,Jhonatan S. Silva is creating Illustration with Graphic Design and Art Skills (jhonatanssilva),https://graphtreon.com/creator/jhonatanssilva,18,,,43,Aug 2019
971,Max Degtyarev,Max Degtyarev is creating illustrations of Tall Houses (maxdwork),https://graphtreon.com/creator/maxdwork,18,$36 per month,$2.00 per month,490,May 2018
972,Threshie,"Threshie is creating Art, Fiction, Tutorials, Speed Paintings (threshie)",https://graphtreon.com/creator/threshie,18,$40 per month,$2.20 per month,956,Feb 2017
973,Piki,Piki is creating Art (piki),https://graphtreon.com/creator/piki,18,,,445,Jul 2018
974,nononsensei,nononsensei is creating Anime Fanart and Illustrations (naomigumbs),https://graphtreon.com/creator/naomigumbs,18,,,986,Jan 2017
975,Crown Tea,Crown Tea is creating illustrations & sketchbooks (thaleiademeter),https://graphtreon.com/creator/thaleiademeter,18,,,1270,Apr 2016
976,Idess,Idess is creating Animal Artwork (Idess),https://graphtreon.com/creator/Idess,18,,,1212,Jun 2016
977,Tiaa,Tiaa is creating artworks (mr_tiaa),https://graphtreon.com/creator/mr_tiaa,18,$99 per month,$5.48 per month,1490,Sep 2015
978,Maaya,"Maaya is creating digital art, traditional art (maaya)",https://graphtreon.com/creator/maaya,18,,,989,Jan 2017
979,Reinis Gailitis,Reinis Gailitis is creating Original Prints (gailitis),https://graphtreon.com/creator/gailitis,17,,,1348,Jan 2016
980,Hello Kooky,Hello Kooky is creating Digital Art & Merch (HelloKooky),https://graphtreon.com/creator/HelloKooky,17,,,842,Jun 2017
981,Levi Prewitt,Levi Prewitt is creating illustrations (levitzoland),https://graphtreon.com/creator/levitzoland,17,$74 per month,$4.36 per month,489,May 2018
982,moonchu,moonchu is creating watercolour paintings and stuff ! (moonchu),https://graphtreon.com/creator/moonchu,17,,,875,May 2017
983,ThemeFinland,ThemeFinland is creating Digital artworks and concept art (themefinland),https://graphtreon.com/creator/themefinland,17,,,585,Feb 2018
984,TwilightSaint,"TwilightSaint is creating Digital Illustrations & Artwork, Fursuit Photos & Dance Tutorial (TwilightSaint)",https://graphtreon.com/creator/TwilightSaint,17,,,1041,Nov 2016
985,Ymia's mini kingdom,Ymia's mini kingdom is creating paper minis  (curly_tail_minis),https://graphtreon.com/creator/curly_tail_minis,17,$38 per month,$2.25 per month,535,Apr 2018
986,JONLOVESART,"JONLOVESART is creating drawings, paintings, prints, shirts, and curating gallery shows (jonlovesart)",https://graphtreon.com/creator/jonlovesart,17,,,639,Jan 2018
987,Kiwicolourstudio,Kiwicolourstudio is creating Digital files,https://graphtreon.com/creator/user?u=12605672,17,$27 per month,$1.59 per month,15,Sep 2019
988,Susan Shorter,Susan Shorter is creating Fantasy Art (SusanShorter),https://graphtreon.com/creator/SusanShorter,17,$57 per month,$3.35 per month,249,Jan 2019
989,Olivia Rose,Olivia Rose is creating Art (lalasdreambox),https://graphtreon.com/creator/lalasdreambox,17,,,1501,Aug 2015
990,New Horizons,New Horizons is creating fantasy maps and illustrations. (New_Horizons),https://graphtreon.com/creator/New_Horizons,17,$26 per creation,$1.54 per creation,511,May 2018
991,Léo Quéval,Léo Quéval is creating an Animated Comic and Illustrations (leoqueval),https://graphtreon.com/creator/leoqueval,17,$48 per month,$2.83 per month,1454,Oct 2015
992,Mikaela B,Mikaela B is creating Art (EmKay),https://graphtreon.com/creator/EmKay,17,,,1422,Nov 2015
993,Olivia Chin Mueller,Olivia Chin Mueller is creating Illustrations and Mousemoth (OliviaChinMueller),https://graphtreon.com/creator/OliviaChinMueller,17,,,262,Jan 2019
994,The Ninth Archive,The Ninth Archive is creating Illustrated Crypto-Worlds (nintharchive),https://graphtreon.com/creator/nintharchive,17,$113 per month,$6.67 per month,960,Feb 2017
995,alice,alice is creating illustrations and fanart  (babypears),https://graphtreon.com/creator/babypears,17,,,344,Oct 2018
996,naimly,naimly is creating Digital art (naimly),https://graphtreon.com/creator/naimly,17,$70 per month,$4.13 per month,173,Apr 2019
997,Daria C,"Daria C is creating oil paintings, painting tutorials and other art-related videos  (dariacallieoldpage)",https://graphtreon.com/creator/dariacallieoldpage,17,,,675,Nov 2017
998,KityCrylics,"KityCrylics is creating Enamel Pins, Apparel, Digital art (Kitycrylics)",https://graphtreon.com/creator/Kitycrylics,17,,,440,Jul 2018
999,Zihling,Zihling is creating Painting (zihlinghuang),https://graphtreon.com/creator/zihlinghuang,17,$424 per month,$24.92 per month,695,Nov 2017
"1,000",Sanae,"Sanae is creating books, sewing projects, illustrations and habits for well-being (sanaeishida)",https://graphtreon.com/creator/sanaeishida,17,$173 per month,$10.20 per month,309,Nov 2018
