Rank,CreatorName,Description,CreatorSite,Patrons,Earnings,EarningPerPatron,DaysRunning,Launched
"1,001",Girutea,Girutea is creating artwork and requests (Girutea),https://graphtreon.com/creator/Girutea,17,$275 per month,$16.16 per month,1545,Jul 2015
"1,002",C. B. Stetson,C. B. Stetson is creating Art/ Illustration  (Cbstetson),https://graphtreon.com/creator/Cbstetson,17,$77 per painting ,$4.50 per painting ,1461,Oct 2015
"1,003",AlefGP,AlefGP is creating Traditional Big'n'Small Arts (AlefGP),https://graphtreon.com/creator/AlefGP,17,$102 per month,$6.02 per month,1108,Sep 2016
"1,004",Haz,Haz is creating Art n' Stuff (hazoret),https://graphtreon.com/creator/hazoret,17,$87 per month,$5.14 per month,402,Aug 2018
"1,005",Ari Binus,"Ari Binus is creating Illustrations, Animation & Other Digital Art Projects (aribinus)",https://graphtreon.com/creator/aribinus,17,"$58 per Illustration, animation or other digital art project","$3.39 per Illustration, animation or other digital art project",2034,Mar 2014
"1,006",Cosmic Spectrum,"Cosmic Spectrum is creating Comics, Illustrations and Tutorials (cosmicspectrum)",https://graphtreon.com/creator/cosmicspectrum,17,,,1673,Mar 2015
"1,007",Clube do Bordado,Clube do Bordado is creating a monthly subscription plan for embroidery illustrations (clubedobordado),https://graphtreon.com/creator/clubedobordado,17,,,493,May 2018
"1,008",snowy,snowy is creating art (snowysaur),https://graphtreon.com/creator/snowysaur,17,,,1611,May 2015
"1,009",Matthew Myslinski,Matthew Myslinski is creating a dark fantasy universe (DriftwoodArchives),https://graphtreon.com/creator/DriftwoodArchives,17,$78 per month,$4.58 per month,927,Mar 2017
"1,010",Christine,Christine is creating Watercolor Paintings  (christinerose),https://graphtreon.com/creator/christinerose,17,,,1430,Nov 2015
"1,011",Sam Mameli,Sam Mameli is creating Super Poster Club!! (better_legends),https://graphtreon.com/creator/better_legends,17,$51 per month,$3.02 per month,196,Mar 2019
"1,012",ILL INK,ILL INK is creating visual editorials (illink),https://graphtreon.com/creator/illink,17,$44 per month,$2.58 per month,545,Apr 2018
"1,013",Bryan Mathers,Bryan Mathers is creating Participatory Artwork. (remixer),https://graphtreon.com/creator/remixer,17,,,240,Feb 2019
"1,014",Prince Lowell,Prince Lowell is creating illustrations (prlnce),https://graphtreon.com/creator/prlnce,17,,,1574,Jun 2015
"1,015",Sunrhae,Sunrhae is creating epic adventures (sunrhae),https://graphtreon.com/creator/sunrhae,17,,,364,Oct 2018
"1,016",Caro Tuts,"Caro Tuts is creating 'Libra' graphic novel, illustrations (carotdraws)",https://graphtreon.com/creator/carotdraws,17,,,691,Nov 2017
"1,017",Irena Spassova,Irena Spassova is creating Illustrations and Stories (reeberry),https://graphtreon.com/creator/reeberry,17,$53 per month,$3.11 per month,1665,Mar 2015
"1,018",Pypixy,Pypixy is creating Illustrations + Adoptables (Pypixy),https://graphtreon.com/creator/Pypixy,17,,,421,Aug 2018
"1,019",Lisa Falzon,"Lisa Falzon is creating Paintings, Jewelry and Experiments in Art (LisaFalzon)",https://graphtreon.com/creator/LisaFalzon,17,$109 per month,$6.44 per month,499,May 2018
"1,020",Erica Wexler,Erica Wexler is creating surreal oil paintings and mentorship (ericawexler),https://graphtreon.com/creator/ericawexler,17,,,841,Jun 2017
"1,021",Jinxit,Jinxit is creating Digital Art (jinxit),https://graphtreon.com/creator/jinxit,17,$592 per month,$34.82 per month,280,Dec 2018
"1,022",Julio Lacerda,Julio Lacerda is creating Paleoart (julio_lacerda),https://graphtreon.com/creator/julio_lacerda,17,,,961,Feb 2017
"1,023",Rawry & Pohly,"Rawry & Pohly is creating derpy art, paintings, and entrepreneur artist adventures (rawryandpohly)",https://graphtreon.com/creator/rawryandpohly,17,,,409,Aug 2018
"1,024",Deidre Tao,Deidre Tao is creating Contemporary Landscape Paintings (taofineart),https://graphtreon.com/creator/taofineart,17,$212 per month,$12.47 per month,1085,Oct 2016
"1,025",Andres Amador,Andres Amador is creating Art (Andres),https://graphtreon.com/creator/Andres,17,$122 per new artwork,$7.15 per new artwork,2065,Feb 2014
"1,026",Lissy Raine,Lissy Raine is creating Digital Artwork/DND Resources/Traditional Artwork (LissyRaine),https://graphtreon.com/creator/LissyRaine,17,,,450,Jul 2018
"1,027",Zaezar,Zaezar is creating Anthro Artwork (Zaezar),https://graphtreon.com/creator/Zaezar,17,$290 per month,$17.04 per month,1121,Sep 2016
"1,028",Anna Amelia,"Anna Amelia is creating sketches, illustrations, and stories! (annaamelia)",https://graphtreon.com/creator/annaamelia,17,$103 per month,$6.05 per month,463,Jun 2018
"1,029",Lilo,"Lilo is creating Prints, stickers and pins! (lilbunshop)",https://graphtreon.com/creator/lilbunshop,17,$190 per month,$11.18 per month,622,Jan 2018
"1,030",Gavin Churchill,"Gavin Churchill is creating artwork, note cards, coloring books, and other products. (gavindrawstheworld)",https://graphtreon.com/creator/gavindrawstheworld,17,$77 per month,$4.52 per month,787,Aug 2017
"1,031",Jose Augusto Gonzalez Moreno,Jose Augusto Gonzalez Moreno is creating Monthly illustrations and daily sketches  (inklightworks),https://graphtreon.com/creator/inklightworks,17,$74 per month,$4.36 per month,189,Mar 2019
"1,032",nanarte,nanarte is creating Digital Illustrations (nanarte),https://graphtreon.com/creator/nanarte,16,$123 per month,$7.70 per month,367,Sep 2018
"1,033",Steven Kraan,"Steven Kraan is creating comix, animation and illustration (stevenkraan)",https://graphtreon.com/creator/stevenkraan,16,$36 per month,$2.27 per month,693,Nov 2017
"1,034",Rannveig Funderud,"Rannveig Funderud is creating art projects, drawings and books (rannveig)",https://graphtreon.com/creator/rannveig,16,$133 per month,$8.29 per month,239,Feb 2019
"1,035",Cinnapon,"Cinnapon is creating illustrations, character designs,  dnd art (cinnapon)",https://graphtreon.com/creator/cinnapon,16,,,1198,Jun 2016
"1,036",Lauren Donna,Lauren Donna is creating Character illustrations (rilaiss),https://graphtreon.com/creator/rilaiss,16,$149 per month,$9.31 per month,712,Oct 2017
"1,037",Michelle Avery Konczyk,Michelle Avery Konczyk is creating Watercolor Paintings (velvetmush),https://graphtreon.com/creator/velvetmush,16,,,442,Jul 2018
"1,038",Leif Lee,"Leif Lee is creating Fiber Art, Illustration, Video (leifjlee)",https://graphtreon.com/creator/leifjlee,16,$66 per month,$4.13 per month,230,Feb 2019
"1,039",William Black,William Black is creating Hard SF Art: Visualizations & Spacecraft Based On Real Science (WilliamBlack),https://graphtreon.com/creator/WilliamBlack,16,$99 per month,$6.17 per month,1366,Jan 2016
"1,040","Hey, Art3mis! (Ally H)","Hey, Art3mis! (Ally H) is creating art for the sake of art and other stuff. (heyart3mis)",https://graphtreon.com/creator/heyart3mis,16,,,539,Apr 2018
"1,041",Tara O'Shea,Tara O'Shea is creating things & stuff of the illustration and/or 1:6 variety (mostly) (fringe_element),https://graphtreon.com/creator/fringe_element,16,,,997,Jan 2017
"1,042",Tracey Kessler,"Tracey Kessler is creating art, ceramics, textiles and community experiences. (Tracey_Kessler)",https://graphtreon.com/creator/Tracey_Kessler,16,$198 per month,$12.36 per month,76,Jul 2019
"1,043",ergo.josh,ergo.josh is creating Digital Portraits! (ergojosh),https://graphtreon.com/creator/ergojosh,16,$83 per month,$5.17 per month,314,Nov 2018
"1,044",sorlisorlart (Ricardo Sorlí),sorlisorlart (Ricardo Sorlí) is creating Paintings and Drawings (sorlisorlart),https://graphtreon.com/creator/sorlisorlart,16,,,302,Dec 2018
"1,045",MR DAVID E MUMFORD,MR DAVID E MUMFORD is creating Illustrations (inkmumblings),https://graphtreon.com/creator/inkmumblings,16,$156 per month,$9.77 per month,1744,Dec 2014
"1,046",Tapla,Tapla is creating Wrestling Fanart (Tapla),https://graphtreon.com/creator/Tapla,16,$57 per month,$3.58 per month,1131,Aug 2016
"1,047",Corrina,Corrina is creating Artwork and Designs! (agentcorrina),https://graphtreon.com/creator/agentcorrina,16,$149 per month,$9.31 per month,150,May 2019
