Rank,CreatorName,Description,CreatorSite,Patrons,Earnings,EarningPerPatron,DaysRunning,Launched
358,RichardHTT e Fraffrog,RichardHTT e Fraffrog is creating Illustration and Art Tutorial (Luna2),https://graphtreon.com/creator/Luna2,52,,,1682,Feb 2015
359,NISHII Terumi,"NISHII Terumi is creating Illustration, character design,manga (NISHII_Terumi)",https://graphtreon.com/creator/NISHII_Terumi,52,,,901,Apr 2017
360,The War Gamer,The War Gamer is creating Painting Tutorials and Guides (TheWarGamer),https://graphtreon.com/creator/TheWarGamer,52,$122 per month,$2.34 per month,1624,Apr 2015
361,Isa Sherry,"Isa Sherry is creating Cosplays, Paintings, Props, and Other Fan Arts (isaisanisa)",https://graphtreon.com/creator/isaisanisa,52,,,1828,Sep 2014
362,Sylvia Ritter,Sylvia Ritter is creating Art (sylviaritter),https://graphtreon.com/creator/sylviaritter,51,$252 per month,$4.94 per month,2073,Jan 2014
363,Pam Wishbow,"Pam Wishbow is creating Illustration, zines, and prints (pamwishbow)",https://graphtreon.com/creator/pamwishbow,51,$170 per month,$3.34 per month,2066,Feb 2014
364,Mr. Cake,"Mr. Cake is creating cute, sexy art (theycallhimcake)",https://graphtreon.com/creator/theycallhimcake,51,$141 per month,$2.77 per month,1618,Apr 2015
365,Scott Hartman,Scott Hartman is creating skeletal reconstructions of extinct beasts (skeletaldrawing),https://graphtreon.com/creator/skeletaldrawing,51,$171 per Anatomy diagram,$3.36 per Anatomy diagram,1223,May 2016
366,Ratte,Ratte is creating anthro art and stories (ratte),https://graphtreon.com/creator/ratte,51,$423 per month,$8.30 per month,1127,Aug 2016
367,PlasticBottru,PlasticBottru is creating Digital Artwork (plasticbottru),https://graphtreon.com/creator/plasticbottru,51,,,383,Sep 2018
368,Odera Igbokwe,"Odera Igbokwe is creating Illustrations, Mythophoria, and Reclamations of identity (odera)",https://graphtreon.com/creator/odera,51,,,1331,Feb 2016
369,Taryn Knight,Taryn Knight is creating illustrations (taryndraws),https://graphtreon.com/creator/taryndraws,51,$140 per creation,$2.75 per creation,922,Mar 2017
370,Colin White,Colin White is creating Art (colinwhite),https://graphtreon.com/creator/colinwhite,50,$406 per month,$8.12 per month,1127,Aug 2016
371,Muskka,"Muskka is creating Art, drawings, comic, digital art (Muskka)",https://graphtreon.com/creator/Muskka,50,$93 per month,$1.86 per month,574,Mar 2018
372,Jasmine,Jasmine is creating Unique Sculptures & digital art  (JasminesCraftCottage),https://graphtreon.com/creator/JasminesCraftCottage,50,$338 per month,$6.77 per month,103,Jun 2019
373,Andreas Rocha,Andreas Rocha is creating Environment Digital Paintings (andreasrocha),https://graphtreon.com/creator/andreasrocha,50,,,1445,Oct 2015
374,Cotton Valent,Cotton Valent is creating Meawbin The Creepy Cat and other illustration (meawbin),https://graphtreon.com/creator/meawbin,50,$150 per month,$3.01 per month,1326,Feb 2016
375,Kody Stewart,Kody Stewart is creating a whimsical world of printable Paper Dolls!  (kodystewartillustration),https://graphtreon.com/creator/kodystewartillustration,50,$218 per month,$4.36 per month,207,Mar 2019
376,Jared Cullum,"Jared Cullum is creating Traditional Painting Tutorials, Lessons, Comics and Kids books (jaredlovestodraw)",https://graphtreon.com/creator/jaredlovestodraw,50,$180 per month,$3.60 per month,267,Jan 2019
377,Ian Harris,Ian Harris is creating acrylic paintings (ianapolis),https://graphtreon.com/creator/ianapolis,50,,,717,Oct 2017
378,Andrew (Schmandrewart) Thompson,Andrew (Schmandrewart) Thompson is creating Illustrations that push the limits on color and composition (Schmandrewart),https://graphtreon.com/creator/Schmandrewart,50,$187 per month,$3.73 per month,818,Jul 2017
379,Zoe Mikel-Stites,Zoe Mikel-Stites is creating Stories and Art (SwampWytchCreations),https://graphtreon.com/creator/SwampWytchCreations,50,$128 per month,$2.57 per month,1731,Jan 2015
380,Squidinu,Squidinu is creating Characters and Cryptids (Squidinu),https://graphtreon.com/creator/Squidinu,49,,,298,Dec 2018
381,Age,Age is creating Transformations (Ageaus),https://graphtreon.com/creator/Ageaus,49,,,1465,Sep 2015
382,Crisalys,"Crisalys is creating illustrations, fashion and fun (crisalys)",https://graphtreon.com/creator/crisalys,49,,,151,May 2019
383,Curis,Curis is creating Warhammer 40K Miniature Painting Tutorials (ninjabread),https://graphtreon.com/creator/ninjabread,49,,,407,Aug 2018
384,Fausto De Martini,Fausto De Martini is creating Artworks for Project:EDGE (ProjectEDGE),https://graphtreon.com/creator/ProjectEDGE,49,$284 per News article release images and content,$5.80 per News article release images and content,1227,May 2016
385,Yuri Shwedoff,Yuri Shwedoff is creating Art (yurishwedoff),https://graphtreon.com/creator/yurishwedoff,48,$79 per month,$1.65 per month,1655,Mar 2015
386,Vitruvian Art,"Vitruvian Art is creating Gemstones, paintings, coloring gems and more Gems! (vitruvianart)",https://graphtreon.com/creator/vitruvianart,48,,,1022,Dec 2016
387,Alison Johnstun,Alison Johnstun is creating Fantasy Creature Illustrations (Xovq),https://graphtreon.com/creator/Xovq,48,$109 per month,$2.27 per month,554,Mar 2018
388,Jeff Dee,"Jeff Dee is creating Fantasy, Science Fiction and Superhero Illustration (artofjeffdee)",https://graphtreon.com/creator/artofjeffdee,48,,,824,Jun 2017
389,Tran Nguyen,Tran Nguyen is creating mixed-media paintings (mynameistran),https://graphtreon.com/creator/mynameistran,48,$256 per month,$5.34 per month,331,Nov 2018
390,Ryan Langley,"Ryan Langley is creating artwork and gifs for Sonic, Sega, Nintendo and more! (Rlan)",https://graphtreon.com/creator/Rlan,48,$67 per month,$1.39 per month,1730,Jan 2015
391,Natalia Zukerman,"Natalia Zukerman is creating Music, art, drawings, songs, illustrations (nataliazukerman)",https://graphtreon.com/creator/nataliazukerman,48,,,754,Sep 2017
392,SauceNAO,SauceNAO is creating A Reverse Image Search Engine (saucenao),https://graphtreon.com/creator/saucenao,48,$206 per month,$4.30 per month,1748,Dec 2014
393,Thalia Took,Thalia Took is creating Goddess Art (thaliatook),https://graphtreon.com/creator/thaliatook,48,$244 per month,$5.08 per month,1302,Mar 2016
394,Snowball,Snowball is creating Vore/Macro/Micro and other Furry Artwork (S2_Freak),https://graphtreon.com/creator/S2_Freak,48,$285 per month,$5.95 per month,1118,Sep 2016
395,Elisabeth Elvira Alba,Elisabeth Elvira Alba is creating Fantastical Narrative Art (elisabethalba),https://graphtreon.com/creator/elisabethalba,48,,,479,Jun 2018
396,Joanna Barnum,Joanna Barnum is creating experimental watercolor portraits and fantasy illustrations  (joannabarnum),https://graphtreon.com/creator/joannabarnum,47,,,267,Jan 2019
397,Maria Nguyen,Maria Nguyen is creating illustration (dtnart),https://graphtreon.com/creator/dtnart,47,$173 per month,$3.67 per month,168,Apr 2019
398,Emmy Kalia,Emmy Kalia is creating Drawing Videos and Tutorials (emmykalia),https://graphtreon.com/creator/emmykalia,47,$194 per month,$4.13 per month,962,Feb 2017
399,Nadia Rausa,Nadia Rausa is creating Art (nadiarausa),https://graphtreon.com/creator/nadiarausa,47,$312 per month,$6.64 per month,539,Apr 2018
400,LiLaiRa,LiLaiRa is creating illustrations and concept art (lilaira),https://graphtreon.com/creator/lilaira,47,,,1820,Oct 2014
