Rank,CreatorName,Description,CreatorSite,Patrons,Earnings,EarningPerPatron,DaysRunning,Launched
514,Darbaras,"Darbaras is creating anthro, scuba and space stuff (darbaras)",https://graphtreon.com/creator/darbaras,36,$149 per month,$4.14 per month,207,Mar 2019
515,Juan Ochoa,Juan Ochoa is creating Stock RPG Illustrations (juanochoa),https://graphtreon.com/creator/juanochoa,35,,,1504,Aug 2015
516,Jemaica,Jemaica is creating Fantasy illustrations (Jemaica),https://graphtreon.com/creator/Jemaica,35,$156 per month,$4.45 per month,598,Feb 2018
517,Arlin,Arlin is creating post cards (risopost),https://graphtreon.com/creator/risopost,35,$122 per month,$3.49 per month,490,May 2018
518,Brenda Lyons,"Brenda Lyons is creating Paintings, Drawings and Masks (windfalcon)",https://graphtreon.com/creator/windfalcon,35,$281 per month,$8.04 per month,698,Nov 2017
519,Sebastien Millon,"Sebastien Millon is creating art, illustrations, comics (sebreg)",https://graphtreon.com/creator/sebreg,35,$161 per month,$4.60 per month,600,Feb 2018
520,awardsforgoodboys,awardsforgoodboys is creating awards for good boys (awardsforgoodboys),https://graphtreon.com/creator/awardsforgoodboys,35,,,489,May 2018
521,poofylion,poofylion is creating illustrations and adoptables! (poofylion),https://graphtreon.com/creator/poofylion,35,,,986,Jan 2017
522,Lily Vz S,"Lily Vz S is creating Character Design, Illustration, Concept Art (LilyVzS)",https://graphtreon.com/creator/LilyVzS,35,,,1343,Jan 2016
523,Heidiroo,Heidiroo is creating illustrations (Heidiroo),https://graphtreon.com/creator/Heidiroo,35,$330 per month,$9.43 per month,272,Jan 2019
524,Dean Christensen,Dean Christensen is creating Historical Cult Paintings (deansace),https://graphtreon.com/creator/deansace,35,$277 per month,$7.91 per month,374,Sep 2018
525,Lindsey Burcar,"Lindsey Burcar is creating paintings, sculptures, and creatures of fantasy (LindseyBurcar)",https://graphtreon.com/creator/LindseyBurcar,35,,,923,Mar 2017
526,Alex Garcia,Alex Garcia is creating illustrations with love! (horreurscopes),https://graphtreon.com/creator/horreurscopes,35,$190 per month,$5.44 per month,1529,Jul 2015
527,Two Thangs,Two Thangs is creating Acrylic Paintings (twothangs),https://graphtreon.com/creator/twothangs,35,$299 per month,$8.53 per month,1053,Nov 2016
528,Carie Varner,Carie Varner is creating Paintings and other art (carievarner),https://graphtreon.com/creator/carievarner,35,$153 per month,$4.37 per month,1050,Nov 2016
529,Yoshi Yoshitani,Yoshi Yoshitani is creating Illustrations and Tarot Cards (yoshiyoshitani),https://graphtreon.com/creator/yoshiyoshitani,35,$114 per month,$3.26 per month,1104,Sep 2016
530,A. W. Sommers,A. W. Sommers is creating art works (awsommers),https://graphtreon.com/creator/awsommers,34,$420 per month,$12.35 per month,1673,Mar 2015
531,Royalty,Royalty is creating Anthro Illustrations (RoyalGryphonArt),https://graphtreon.com/creator/RoyalGryphonArt,34,$785 per month,$23.10 per month,244,Jan 2019
532,Nina Štajner,Nina Štajner is creating whimsical animal illustrations (ninastajner),https://graphtreon.com/creator/ninastajner,34,$87 per month,$2.56 per month,505,May 2018
533,Alex Miller,"Alex Miller is creating Comics, Illustrations, and Fan Art (smudgeandfrank)",https://graphtreon.com/creator/smudgeandfrank,34,$262 per month,$7.69 per month,1227,May 2016
534,Waqas Malik,"Waqas Malik is creating Environment Concept Art, Illustration  (waqasmalik)",https://graphtreon.com/creator/waqasmalik,34,,,1252,Apr 2016
535,Jade Gordon,Jade Gordon is creating Art (jadegordon),https://graphtreon.com/creator/jadegordon,34,"$271 per Comics, Illustrations, Paintings, Art.","$7.96 per Comics, Illustrations, Paintings, Art.",2114,Dec 2013
536,Leela Corman,"Leela Corman is creating Comics, Illustration and other art (leela)",https://graphtreon.com/creator/leela,34,$175 per month,$5.14 per month,1822,Oct 2014
537,mins,mins is creating character illustrations (mins),https://graphtreon.com/creator/mins,34,,,917,Mar 2017
538,Anthony Avon Art,Anthony Avon Art is creating Fantasy Illustrations (anthonyavon),https://graphtreon.com/creator/anthonyavon,34,$98 per month,$2.89 per month,817,Jul 2017
539,Prentler,"Prentler is creating Artwork, Prints, Stickers, Paintings",https://graphtreon.com/creator/user?u=6911358,34,,,268,Jan 2019
540,Katherine Soutar,Katherine Soutar is creating Folklore and storytelling inspired illustration work. (KatherineSoutar),https://graphtreon.com/creator/KatherineSoutar,33,$115 per month,$3.50 per month,810,Jul 2017
541,Draw and Fire: The Art of Lorin Michki,Draw and Fire: The Art of Lorin Michki is creating Lorin Michki (drawnfire),https://graphtreon.com/creator/drawnfire,33,$164 per month,$4.96 per month,992,Jan 2017
542,SnazzyStarlight,SnazzyStarlight is creating Synesthesia Paintings (SnazzyStarlight),https://graphtreon.com/creator/SnazzyStarlight,33,,,789,Aug 2017
543,69Erocento,69Erocento is creating Illustrations & Rebirth Webtoon (69erocento),https://graphtreon.com/creator/69erocento,33,,,1165,Jul 2016
544,Jono Hey,Jono Hey is creating Sketchplanations (sketchplanations),https://graphtreon.com/creator/sketchplanations,33,,,652,Dec 2017
545,Caroline Jamhour,Caroline Jamhour is creating Art (carolinejamhour),https://graphtreon.com/creator/carolinejamhour,33,$94 per month,$2.84 per month,534,Apr 2018
546,sleepiest,sleepiest is creating art things and stuff (sleepiest),https://graphtreon.com/creator/sleepiest,33,,,1224,May 2016
547,James Zapata,James Zapata is creating Artwork (jameszapata),https://graphtreon.com/creator/jameszapata,33,,,784,Aug 2017
548,Tim Remin,Tim Remin is creating Warhammer Fan Art (timremin),https://graphtreon.com/creator/timremin,33,$57 per month,$1.73 per month,309,Nov 2018
549,Kavaeric,Kavaeric is creating illustrations and paintings (kav),https://graphtreon.com/creator/kav,33,$127 per month,$3.84 per month,1190,Jun 2016
550,Erin Darling,Erin Darling is creating watercolor illustrations (darlingillustrations),https://graphtreon.com/creator/darlingillustrations,33,$452 per month,$13.71 per month,416,Aug 2018
551,Riley,Riley is creating Art (riley),https://graphtreon.com/creator/riley,33,,,1770,Nov 2014
552,Victor Teh,Victor Teh is creating Cartoon Artworks of Saints (happysaints),https://graphtreon.com/creator/happysaints,33,,,864,May 2017
553,Glyphmark,Glyphmark is creating a collection of free illustrated 5E Magic Items (trinkets),https://graphtreon.com/creator/trinkets,33,$76 per month,$2.31 per month,165,Apr 2019
554,Emily Garcés,Emily Garcés is creating Acrylic Paintings and Filling the World with Colour (emilygarces),https://graphtreon.com/creator/emilygarces,33,$275 per month,$8.33 per month,1033,Dec 2016
555,Bree Lundberg,Bree Lundberg is creating cute illustrated projects (breelundberg),https://graphtreon.com/creator/breelundberg,33,$108 per month,$3.26 per month,619,Jan 2018
556,Disarmonia,Disarmonia is creating all things grim and dark (d1sarmon1a),https://graphtreon.com/creator/d1sarmon1a,32,$194 per month,$6.05 per month,744,Sep 2017
557,Paola Tosca,"Paola Tosca is creating art, fanart & coloring pages (paolatoscaart)",https://graphtreon.com/creator/paolatoscaart,32,,,258,Jan 2019
558,Kevyn,Kevyn is creating a new painting every day in June.,https://graphtreon.com/creator/user?u=3303636,32,,,1234,May 2016
559,Jeshields,Jeshields is creating RPG Stock Illustrations (jeshields),https://graphtreon.com/creator/jeshields,32,$348 per month,$10.89 per month,2059,Feb 2014
560,Poopikat,Poopikat is creating Digital Character Designs & Other Concepts (poopikat),https://graphtreon.com/creator/poopikat,32,$193 per month,$6.04 per month,288,Dec 2018
561,Operation: Battle Ready,"Operation: Battle Ready is creating Miniature painting tutorials, video casts (Operationbattleready)",https://graphtreon.com/creator/Operationbattleready,32,,,973,Feb 2017
562,Justin Totemical,Justin Totemical is creating reflections of waking dreams (Totemical),https://graphtreon.com/creator/Totemical,32,$211 per month,$6.58 per month,300,Dec 2018
563,Alpaca Carlesi,"Alpaca Carlesi is creating Illustration, Traditional and Digital (alpacarlesi)",https://graphtreon.com/creator/alpacarlesi,32,$204 per month,$6.37 per month,1735,Jan 2015
564,Maru,"Maru is creating Comics, prints, digital paintings (WarlockMaru)",https://graphtreon.com/creator/WarlockMaru,32,$568 per month,$17.73 per month,945,Mar 2017
565,wickedalucard,wickedalucard is creating illustrations and manga (wickedalucard),https://graphtreon.com/creator/wickedalucard,32,,,1275,Apr 2016
566,Tod,Tod is creating Art! (todart),https://graphtreon.com/creator/todart,32,$264 per month,$8.24 per month,1323,Feb 2016
567,Ciléin Kearns,Ciléin Kearns is creating medical illustration (artibiotics),https://graphtreon.com/creator/artibiotics,32,$183 per month,$5.73 per month,364,Oct 2018
568,J. Marshall Smith,"J. Marshall Smith is creating Illustration, Comics (jmarshallsmith)",https://graphtreon.com/creator/jmarshallsmith,32,$242 per month,$7.57 per month,437,Jul 2018
569,Rebecca Blackwell Read,Rebecca Blackwell Read is creating Stories and Artwork (RBIllustration),https://graphtreon.com/creator/RBIllustration,32,$90 per month,$2.80 per month,1585,May 2015
570,Kris Mukai,Kris Mukai is creating DRAAAWINGS (krismukai),https://graphtreon.com/creator/krismukai,31,,,208,Mar 2019
571,taratjah,taratjah is creating Illustrations  (taratjah),https://graphtreon.com/creator/taratjah,31,,,758,Sep 2017
572,Martin Aveling,Martin Aveling is creating art for wildlife (avelingartworks),https://graphtreon.com/creator/avelingartworks,31,$345 per month,$11.12 per month,246,Jan 2019
573,CeeVee! Illustrations,CeeVee! Illustrations is creating Tokusatsu inspired illustrations and things.  (CeeVeeIllustrations),https://graphtreon.com/creator/CeeVeeIllustrations,31,,,654,Dec 2017
574,Teal Newcomb,Teal Newcomb is creating Fantasy and Scifi Paintings and Drawings (tealnewcomb),https://graphtreon.com/creator/tealnewcomb,31,$218 per month,$7.02 per month,2079,Jan 2014
575,Kane,Kane is creating Digital Illustrations (kaneblob),https://graphtreon.com/creator/kaneblob,31,$210 per full artwork,$6.76 per full artwork,637,Jan 2018
576,ShrimpCake,ShrimpCake is creating Digital Illustrations (shrimpcake),https://graphtreon.com/creator/shrimpcake,31,,,1232,May 2016
577,Roberta Ragona,Roberta Ragona is creating Illustrations (tostoini),https://graphtreon.com/creator/tostoini,31,$119 per new Lamentino illustration,$3.83 per new Lamentino illustration,657,Dec 2017
578,HooY's Vision,HooY's Vision is creating Miniatures Painting (Hooysvision),https://graphtreon.com/creator/Hooysvision,31,,,746,Sep 2017
579,Pug,Pug is creating Art! (PugCrumbs),https://graphtreon.com/creator/PugCrumbs,31,$79 per month,$2.55 per month,1129,Aug 2016
580,Siqi Tan,"Siqi Tan is creating positivitity, puns, humour, cute illustrations! (laughandbelly)",https://graphtreon.com/creator/laughandbelly,31,,,254,Jan 2019
581,Ellen Wilberg,Ellen Wilberg is creating watercolor paintings (ellenwilberg),https://graphtreon.com/creator/ellenwilberg,31,,,554,Mar 2018
582,Eric Draws Art,Eric Draws Art is creating wicked cool watercolors (ericdrawsart),https://graphtreon.com/creator/ericdrawsart,31,,,991,Jan 2017
583,ninjaomelet,ninjaomelet is creating draws (ninjaomelet),https://graphtreon.com/creator/ninjaomelet,31,$88 per creation,$2.83 per creation,1150,Aug 2016
584,Marc Dalessio,"Marc Dalessio is creating Drawings, Paintings and Art Education Videos. (marcdalessio)",https://graphtreon.com/creator/marcdalessio,30,,,97,Jun 2019
585,Jessibean,Jessibean is creating Illustrations and Tutorials (JessiBean),https://graphtreon.com/creator/JessiBean,30,,,591,Feb 2018
586,Tiffany Wong,Tiffany Wong is creating Paintings (Tiffanywongart),https://graphtreon.com/creator/Tiffanywongart,30,,,632,Jan 2018
587,Stephanie Deshpande,Stephanie Deshpande is creating Paintings and Drawings (StephanieDeshpande),https://graphtreon.com/creator/StephanieDeshpande,30,$135 per month,$4.52 per month,584,Feb 2018
588,TwistedDisaster ( Michelle Marquez ),"TwistedDisaster ( Michelle Marquez ) is creating Art, Stories, and More! (twisteddisaster)",https://graphtreon.com/creator/twisteddisaster,30,$386 per month,$12.88 per month,651,Dec 2017
589,Ashley Mackenzie,Ashley Mackenzie is creating Drawings and Illustrations (ashmackenzie),https://graphtreon.com/creator/ashmackenzie,30,,,1455,Oct 2015
590,mightyPigeon,mightyPigeon is creating illustrations & general awesomeness (mightypigeon),https://graphtreon.com/creator/mightypigeon,30,,,639,Jan 2018
591,October Seagrave,October Seagrave is creating Stories and illustrations (zooophagous),https://graphtreon.com/creator/zooophagous,30,$103 per month,$3.42 per month,1048,Nov 2016
592,Sow Ay,Sow Ay is creating funny and informatives artworks about mental illness (sow_ay),https://graphtreon.com/creator/sow_ay,30,,,656,Dec 2017
593,Mike Meeple,"Mike Meeple is creating tabletop reviews, previews, and painting tutorials. (mikemeeple)",https://graphtreon.com/creator/mikemeeple,30,$78 per month,$2.59 per month,407,Aug 2018
594,Samuel Araya,Samuel Araya is creating Nightmare Art (ArayaArt),https://graphtreon.com/creator/ArayaArt,30,,,449,Jul 2018
595,Jeffrey Arlyn,Jeffrey Arlyn is creating paintings (jeffreyarlyn),https://graphtreon.com/creator/jeffreyarlyn,30,,,439,Jul 2018
596,Bruce Brenneise,"Bruce Brenneise is creating a strange, vivid world through landscape paintings (brucebrenneise)",https://graphtreon.com/creator/brucebrenneise,30,,,393,Sep 2018
597,Zuekrz,Zuekrz is creating Digital Artworks (zuekrz),https://graphtreon.com/creator/zuekrz,30,,,213,Mar 2019
598,Rebecca Nipper,Rebecca Nipper is creating The Anatomy of Emotion (rebeccanipper),https://graphtreon.com/creator/rebeccanipper,30,,,521,Apr 2018
599,queenofliz4rds,queenofliz4rds is creating Art (queenofliz4rds),https://graphtreon.com/creator/queenofliz4rds,29,,,248,Jan 2019
600,hellcatXD,hellcatXD is creating Furry Illustrations and Comics (hellcatXD),https://graphtreon.com/creator/hellcatXD,29,$194 per month,$6.68 per month,809,Jul 2017
