Rank,CreatorName,Description,CreatorSite,Patrons,Earnings,EarningPerPatron,DaysRunning,Launched
"1,374",Kazu,Kazu is creating Digital/Furry Art (KazuK9),https://graphtreon.com/creator/KazuK9,12,$182 per month,$15.16 per month,245,Jan 2019
"1,375",The Lightbook,The Lightbook is creating a lightbox zine (thelightbook),https://graphtreon.com/creator/thelightbook,12,,,223,Feb 2019
"1,376",Zezhou Chen,Zezhou Chen is creating Digital Paintings (zezhou),https://graphtreon.com/creator/zezhou,12,$77 per Art,$6.45 per Art,1789,Nov 2014
"1,377",DA WORKSHOP,DA WORKSHOP is creating Miniature Model Painting Tutorials (Bigmeksworkshop),https://graphtreon.com/creator/Bigmeksworkshop,12,$74 per month,$6.18 per month,928,Mar 2017
"1,378",Sheriff,Sheriff is creating art (sheriffbuddy),https://graphtreon.com/creator/sheriffbuddy,12,$92 per month,$7.64 per month,192,Mar 2019
"1,379",Adrian Baxter,Adrian Baxter is creating Dark Art/Illustration (adrianbaxter),https://graphtreon.com/creator/adrianbaxter,12,,,785,Aug 2017
"1,380",Andy's Hobby Headquarters,"Andy's Hobby Headquarters is creating Teaching you building , painting  and weathering Plastic models (andyshobbyheadquarters)",https://graphtreon.com/creator/andyshobbyheadquarters,12,,,1164,Jul 2016
"1,381",Caroletta,Caroletta is creating animal rights illustrations (caroletta),https://graphtreon.com/creator/caroletta,12,$52 per month,$4.30 per month,694,Nov 2017
"1,382",Eastern Dragon Studios,Eastern Dragon Studios is creating costumes and art that bring your imagination to life! (Easterndragonstudios),https://graphtreon.com/creator/Easterndragonstudios,12,$130 per month,$10.86 per month,1253,Apr 2016
"1,383",Shani-Hyena,Shani-Hyena is creating Digital art (ShaniHyena),https://graphtreon.com/creator/ShaniHyena,12,$56 per month,$4.67 per month,887,Apr 2017
"1,384",Amy Blackwell,Amy Blackwell is creating Art and illustrations  (amyjpeg),https://graphtreon.com/creator/amyjpeg,12,$163 per month,$13.56 per month,199,Mar 2019
"1,385",Kelly-Celina Art,Kelly-Celina Art is creating Illustrations and Fanart (KellyCelinaArt),https://graphtreon.com/creator/KellyCelinaArt,12,$112 per month,$9.35 per month,426,Aug 2018
