Rank,CreatorName,Description,CreatorSite,Patrons,Earnings,EarningPerPatron,DaysRunning,Launched
637,Tori Deaux,Tori Deaux is creating Qwirks!  (Qwirks),https://graphtreon.com/creator/Qwirks,27,$113 per month,$4.17 per month,1542,Jul 2015
638,Olivia,Olivia is creating Crochet Sculpture (olivialawsart),https://graphtreon.com/creator/olivialawsart,27,,,380,Sep 2018
639,Anna Oszvald,Anna Oszvald is creating Illustrations and Art Videos (oszvaldann),https://graphtreon.com/creator/oszvaldann,27,,,216,Feb 2019
640,Ryusuke Chayama,Ryusuke Chayama is creating Illustrations (chayama),https://graphtreon.com/creator/chayama,27,"$328 per As of January 2016, we are on hiatus!","$12.13 per As of January 2016, we are on hiatus!",1539,Jul 2015
641,Emm Roy,Emm Roy is creating diary drawings  (EmmDiaries),https://graphtreon.com/creator/EmmDiaries,27,$56 per month,$2.06 per month,1072,Oct 2016
642,Becky Barnes,Becky Barnes is creating Sci-Fi Fairy Tales (beckybarnes),https://graphtreon.com/creator/beckybarnes,27,,,1601,May 2015
643,LovelyRoseBun,LovelyRoseBun is creating Digital Illustration (lovelyrosebun),https://graphtreon.com/creator/lovelyrosebun,27,,,514,May 2018
644,SamraeDuke,SamraeDuke is creating Illustrations and Books (samraeduke),https://graphtreon.com/creator/samraeduke,27,$88 per month,$3.27 per month,497,May 2018
645,Dan Halsall,Dan Halsall is creating Hobby Content (paintalltheminis),https://graphtreon.com/creator/paintalltheminis,27,,,250,Jan 2019
646,HonHon,HonHon is creating traditional mixed media & digital art (honhon),https://graphtreon.com/creator/honhon,27,,,955,Feb 2017
647,Kron Kilton,"Kron Kilton is creating Comics, drawings (kronkilton)",https://graphtreon.com/creator/kronkilton,27,$76 per month,$2.81 per month,779,Aug 2017
648,salmonella_fish,salmonella_fish is creating watercolor illustrations (salmonella_fish),https://graphtreon.com/creator/salmonella_fish,27,,,302,Dec 2018
649,Ash,Ash is creating Art! (pines),https://graphtreon.com/creator/pines,27,,,709,Oct 2017
650,Henriette Boldt,Henriette Boldt is creating weekly drawings following your prompts (henridoesart),https://graphtreon.com/creator/henridoesart,27,,,368,Sep 2018
651,IgnusDei,IgnusDei is creating  Sci-fi Art and Fiction (robotforge),https://graphtreon.com/creator/robotforge,27,$287 per Finished Work,$10.62 per Finished Work,1629,Apr 2015
652,Amy Crook,"Amy Crook is creating small, strange watercolor paintings (amysnotdeadyet)",https://graphtreon.com/creator/amysnotdeadyet,27,$307 per month,$11.39 per month,1697,Feb 2015
653,StephMHC,StephMHC is creating ART! (stephmhc),https://graphtreon.com/creator/stephmhc,27,$203 per month,$7.52 per month,639,Jan 2018
654,sinksadventure,"sinksadventure is creating illustrations, video games and comics (sinksadventure)",https://graphtreon.com/creator/sinksadventure,27,$142 per month,$5.26 per month,594,Feb 2018
655,WhiteDiamonds,"WhiteDiamonds is creating warm, whimsical works! (whitediamondsltd)",https://graphtreon.com/creator/whitediamondsltd,27,$181 per month,$6.72 per month,336,Oct 2018
656,Tatsuro Kiuchi,Tatsuro Kiuchi is creating Illustrations & Paintings (kiuchi),https://graphtreon.com/creator/kiuchi,27,$21 per month,$0.79 per month,149,May 2019
657,Yutsi,Yutsi is creating pixel art & interactive experiments (geographyofrobots),https://graphtreon.com/creator/geographyofrobots,27,$145 per month,$5.36 per month,224,Feb 2019
658,officialspec,officialspec is creating character design and illustration (officialspec),https://graphtreon.com/creator/officialspec,27,$73 per month,$2.71 per month,1080,Oct 2016
659,Smashley,Smashley is creating a Sticker Club! (SmashleyDraws),https://graphtreon.com/creator/SmashleyDraws,27,,,434,Jul 2018
660,nepetea,nepetea is creating illustrations (nepeteaa),https://graphtreon.com/creator/nepeteaa,27,$105 per month,$3.89 per month,1649,Mar 2015
661,MishyDraws,"MishyDraws is creating Illustrations, sketches, & coloring book pages! (mishydraws)",https://graphtreon.com/creator/mishydraws,27,$244 per month,$9.03 per month,894,Apr 2017
662,Joey Lee Cabral,Joey Lee Cabral is creating Art (JoeyLeeCabral),https://graphtreon.com/creator/JoeyLeeCabral,27,$230 per month,$8.50 per month,518,May 2018
663,David Usher,"David Usher is creating Painting with watercolour, acrylic and oils (DaveUsher)",https://graphtreon.com/creator/DaveUsher,27,,,826,Jun 2017
664,Rino Rafael Moralidad,Rino Rafael Moralidad is creating Illustrations & Comics (Ruffu),https://graphtreon.com/creator/Ruffu,27,,,1010,Dec 2016
665,Hazel Glass,Hazel Glass is creating hand cut paper art and illustrations (ArtbyHazelGlass),https://graphtreon.com/creator/ArtbyHazelGlass,27,$101 per month,$3.74 per month,226,Feb 2019
666,Ashe,Ashe is creating Illustrations (MarsupialPudding),https://graphtreon.com/creator/MarsupialPudding,27,$122 per month,$4.52 per month,1246,May 2016
667,Keliana Tayler,"Keliana Tayler is creating comics, illustrations, and art (KelianaTayler)",https://graphtreon.com/creator/KelianaTayler,26,$100 per month,$3.85 per month,840,Jun 2017
668,Ghoulish Bunny Studios,Ghoulish Bunny Studios is creating Macabre Art and Stories for Your Wicked Soul (ghoulishbunnystudios),https://graphtreon.com/creator/ghoulishbunnystudios,26,,,686,Nov 2017
669,Nina Merry,Nina Merry is creating cute artwork 💕 (NinaMerry),https://graphtreon.com/creator/NinaMerry,26,,,566,Mar 2018
670,Highland Bilby,Highland Bilby is creating Enamel Pins & Stickers of Woodland Critters! (highlandbilby),https://graphtreon.com/creator/highlandbilby,26,$300 per month,$11.54 per month,381,Sep 2018
671,Ydalir Press,Ydalir Press is creating Illustrated Literary Fiction (dreamsofydalir),https://graphtreon.com/creator/dreamsofydalir,26,,,1106,Sep 2016
672,Tea,"Tea is creating Character Designs, Illustrations, and More! (skeletea)",https://graphtreon.com/creator/skeletea,26,,,227,Feb 2019
673,Dandi,Dandi is creating Furry and fantasy artwork  (Dandi),https://graphtreon.com/creator/Dandi,26,,,1308,Mar 2016
674,Hab Oh,Hab Oh is creating Illustrations + Comics (habtoons),https://graphtreon.com/creator/habtoons,26,,,1976,May 2014
675,Vinrylgrave,Vinrylgrave is creating Kickass Anime Illustration (vinrylgrave),https://graphtreon.com/creator/vinrylgrave,26,,,1501,Aug 2015
676,Linnea Strid,Linnea Strid is creating photorealistic oil paintings and drawings (linneastrid),https://graphtreon.com/creator/linneastrid,26,,,513,May 2018
677,Katie Wilson,Katie Wilson is creating paintings and painting tutorials (KatieWilsonArtist),https://graphtreon.com/creator/KatieWilsonArtist,26,,,626,Jan 2018
678,Johannes Voss (algenpfleger),"Johannes Voss (algenpfleger) is creating digital paintings, illustration, concept art & tutorials (algenpfleger)",https://graphtreon.com/creator/algenpfleger,26,,,562,Mar 2018
679,Satya Moses,Satya Moses is creating a forest of stories and pictures (satyamoses),https://graphtreon.com/creator/satyamoses,26,$415 per month,$15.96 per month,203,Mar 2019
680,Shiba Shake,"Shiba Shake is creating 3D-art, dog articles, WP plugins (shibashake)",https://graphtreon.com/creator/shibashake,26,$217 per creation,$8.34 per creation,1441,Oct 2015
681,Mixed Media Girl,Mixed Media Girl is creating ART (MixedMediaGirl),https://graphtreon.com/creator/MixedMediaGirl,26,$153 per month,$5.90 per month,1262,Apr 2016
682,Luke 'Mr Jack' Mancini,Luke 'Mr Jack' Mancini is creating Art! (mrjackart),https://graphtreon.com/creator/mrjackart,26,$106 per creation,$4.08 per creation,1428,Nov 2015
683,Jeffrey Cruz,Jeffrey Cruz is creating ARTWORKS! (theCHAMBA),https://graphtreon.com/creator/theCHAMBA,26,,,1705,Jan 2015
684,Jess Torres,Jess Torres is creating Art! (jeluto),https://graphtreon.com/creator/jeluto,26,,,151,May 2019
685,Ivette  Ramos Levy,Ivette  Ramos Levy is creating  ART TUTORIALS+COLORING BOOKS (ivetteramoslevy),https://graphtreon.com/creator/ivetteramoslevy,26,,,728,Oct 2017
686,Bill Willingham,Bill Willingham is creating a Free Drawing Almost Every Day,https://graphtreon.com/creator/user?u=3813368,26,$81 per month,$3.12 per month,1143,Aug 2016
687,Sienna Morris,Sienna Morris is creating Art (Numberism),https://graphtreon.com/creator/Numberism,26,$254 per month,$9.78 per month,831,Jun 2017
688,ArtMoi,ArtMoi is creating online tools for arts industry professionals (artmoi),https://graphtreon.com/creator/artmoi,26,,,399,Aug 2018
689,Xia Taptara,"Xia Taptara is creating Drawing, Painting, and Art video tutorials (xiataptara)",https://graphtreon.com/creator/xiataptara,26,,,1244,May 2016
690,Ryan Hipp,Ryan Hipp is creating a haven for roosters and animal individuals (sanctuarymoon),https://graphtreon.com/creator/sanctuarymoon,26,,,688,Nov 2017
691,Alyssa Andrews,Alyssa Andrews is creating Comics & Illustration! (ohheyitsalyssa),https://graphtreon.com/creator/ohheyitsalyssa,25,$66 per month,$2.64 per month,821,Jul 2017
692,Andy Rogers,Andy Rogers is creating illustrations (arogers907),https://graphtreon.com/creator/arogers907,25,$212 per patron-only post.,$8.50 per patron-only post.,863,May 2017
693,Abby Davis,Abby Davis is creating Digital Illustrations (sfacomic),https://graphtreon.com/creator/sfacomic,25,$127 per month,$5.09 per month,1126,Sep 2016
694,Miranda Brennan,Miranda Brennan is creating Illustrations and Artwork (mirandabrennan),https://graphtreon.com/creator/mirandabrennan,25,,,168,Apr 2019
695,Wednesday,Wednesday is creating Art (hellomynameiswednesday),https://graphtreon.com/creator/hellomynameiswednesday,25,$73 per month,$2.91 per month,439,Jul 2018
696,LenN,"LenN is creating Painting, FanArt, Speedpainting (LenNsparrow)",https://graphtreon.com/creator/LenNsparrow,25,$135 per month,$5.38 per month,571,Mar 2018
697,Marlene Seven Bremner,"Marlene Seven Bremner is creating Hermetically Inspired Oil Paintings, Poetry, and Philosophy (sevenart)",https://graphtreon.com/creator/sevenart,25,$336 per month,$13.46 per month,621,Jan 2018
698,Licos Aragón,Licos Aragón is creating illustrations and cartoons (licographics),https://graphtreon.com/creator/licographics,25,$381 per month,$15.24 per month,821,Jul 2017
699,Steven Russell Black,"Steven Russell Black is creating art, drawing & painting videos, and all my art obsessions  (stevenrussellblack)",https://graphtreon.com/creator/stevenrussellblack,25,,,1710,Jan 2015
700,Sade,"Sade is creating watercolor paintings, reviews, and tutorials! (sadiesavestheday)",https://graphtreon.com/creator/sadiesavestheday,25,,,943,Mar 2017
