Rank,CreatorName,Description,CreatorSite,Patrons,Earnings,EarningPerPatron,DaysRunning,Launched
426,Arlin Ortiz,Arlin Ortiz is creating Fantasy RPG Maps (AnyWhichWaymaps),https://graphtreon.com/creator/AnyWhichWaymaps,43,$75 per Map,$1.74 per Map,1646,Mar 2015
427,Rebecca Mock,"Rebecca Mock is creating animations, comics, and illustration (rebeccamock)",https://graphtreon.com/creator/rebeccamock,43,,,548,Apr 2018
428,Ravynne Phelan,"Ravynne Phelan is creating Visionary Art, Tarot, and Oracles (ravynnephelan)",https://graphtreon.com/creator/ravynnephelan,43,,,1045,Nov 2016
429,Digital Thangka,Digital Thangka is creating Digital Thangkas (digitalthangka),https://graphtreon.com/creator/digitalthangka,43,,,597,Feb 2018
430,Adult Juice Box,"Adult Juice Box is creating wine zines, risograph art, and union support (adultjuicebox)",https://graphtreon.com/creator/adultjuicebox,43,$425 per month,$9.87 per month,117,Jun 2019
431,Regards Coupables,Regards Coupables is creating erotic illustrations (regardscoupables),https://graphtreon.com/creator/regardscoupables,43,,,745,Sep 2017
432,Vix N dwnq,Vix N dwnq is creating Artwork (vixndwnq),https://graphtreon.com/creator/vixndwnq,43,,,1337,Feb 2016
433,John Sumrow,John Sumrow is creating Art! (JohnSumrow),https://graphtreon.com/creator/JohnSumrow,43,$282 per month,$6.56 per month,416,Aug 2018
434,Robert Tritthardt,Robert Tritthardt is creating Pen & Ink Illustrations  (tritthardt),https://graphtreon.com/creator/tritthardt,42,$307 per month,$7.30 per month,2141,Nov 2013
435,Anato Finnstark,"Anato Finnstark is creating Illustration, Drawings (anatofinnstark)",https://graphtreon.com/creator/anatofinnstark,42,$99 per month,$2.35 per month,1431,Nov 2015
436,Fábio Silva,Fábio Silva is creating Fate Plus and Fate Adventures (fateplus),https://graphtreon.com/creator/fateplus,42,$126 per month,$3.00 per month,618,Jan 2018
437,domirine,domirine is creating digital illustrations (domirine),https://graphtreon.com/creator/domirine,42,,,540,Apr 2018
438,Syc,Syc is creating furry art and cartoons (syc),https://graphtreon.com/creator/syc,42,$194 per month,$4.62 per month,441,Jul 2018
439,TeaKitsune,TeaKitsune is creating artwork inspired by Japanese yokai  (teakitsune),https://graphtreon.com/creator/teakitsune,42,$259 per month,$6.17 per month,370,Sep 2018
440,Mint S. Decot,Mint S. Decot is creating artwork (mintsyrup),https://graphtreon.com/creator/mintsyrup,42,$343 per month,$8.17 per month,416,Aug 2018
441,Kate,Kate is creating kawaii art and sending postcards! (katepaints),https://graphtreon.com/creator/katepaints,41,$397 per month,$9.69 per month,854,May 2017
442,Azyza,Azyza is creating painting (Azyza),https://graphtreon.com/creator/Azyza,41,$221 per month,$5.38 per month,293,Dec 2018
443,Nathan Aardvark,"Nathan Aardvark is creating Tutorials, Videos & Artworks (nathanaardvark)",https://graphtreon.com/creator/nathanaardvark,41,,,1376,Dec 2015
444,Annie Idiotstile,"Annie Idiotstile is creating illustrations, toys and tattoos! (idiotstile)",https://graphtreon.com/creator/idiotstile,41,$230 per month,$5.61 per month,585,Feb 2018
445,Abigail Larson,Abigail Larson is creating macabre illustrations! (abigaillarson),https://graphtreon.com/creator/abigaillarson,41,,,1662,Mar 2015
446,Chuubibi,Chuubibi is creating Cute illustrations and enamel pins (chuubibi),https://graphtreon.com/creator/chuubibi,41,,,948,Feb 2017
447,Alma,Alma is creating art & ondes mignonnes (alma),https://graphtreon.com/creator/alma,41,$213 per month,$5.21 per month,61,Aug 2019
448,DrawKill,DrawKill is creating webcomics and other illustrations! (DrawKill),https://graphtreon.com/creator/DrawKill,41,,,1688,Feb 2015
449,Julia Jeffrey,Julia Jeffrey is creating art (juliajeffrey),https://graphtreon.com/creator/juliajeffrey,41,$234 per month,$5.71 per month,492,May 2018
450,Lisa Spiller,Lisa Spiller is creating Webcomics and Illustrations (lisaspiller),https://graphtreon.com/creator/lisaspiller,41,,,956,Feb 2017
451,Jorge Silva,Jorge Silva is creating Fantasy Illustrations (george84),https://graphtreon.com/creator/george84,41,$96 per month,$2.33 per month,1286,Mar 2016
452,"Vanessa ""Jazz DaFunk"" Flores","Vanessa ""Jazz DaFunk"" Flores is creating Illustrations, Tutorials, Speedpaints, Drawing Streams (MissJazzDaFunk)",https://graphtreon.com/creator/MissJazzDaFunk,40,$171 per month,$4.27 per month,657,Dec 2017
453,Orenji,Orenji is creating cute art (orenjipiiru),https://graphtreon.com/creator/orenjipiiru,40,$114 per month,$2.84 per month,166,Apr 2019
454,Tracie Ching,Tracie Ching is creating Illustrations & Silkscreen Prints (tracieching),https://graphtreon.com/creator/tracieching,40,,,509,May 2018
455,Tracy Lewis,Tracy Lewis is creating watercolor paintings (tracylewisart),https://graphtreon.com/creator/tracylewisart,40,$263 per month,$6.58 per month,451,Jul 2018
456,Ragon Dickard,Ragon Dickard is creating Illustrations (ragonia),https://graphtreon.com/creator/ragonia,40,,,597,Feb 2018
457,Hannah Daisy,"Hannah Daisy is creating art, illustration & mental health activism (hannahdaisy)",https://graphtreon.com/creator/hannahdaisy,40,,,279,Dec 2018
458,Steven,Steven is creating watercolour painting tutorials (StevenCronin),https://graphtreon.com/creator/StevenCronin,40,,,1282,Mar 2016
459,Finch,Finch is creating pixel art (illufinch),https://graphtreon.com/creator/illufinch,40,$132 per month,$3.30 per month,355,Oct 2018
460,Živko Kondić Zhillustrator,Živko Kondić Zhillustrator is creating digital art & illustration (zhillustrator),https://graphtreon.com/creator/zhillustrator,40,$139 per month,$3.48 per month,1249,May 2016
461,Koul Fardreamer,Koul Fardreamer is creating Furry art (koul),https://graphtreon.com/creator/koul,40,$281 per month,$7.02 per month,1623,Apr 2015
462,Ghost,"Ghost is creating reference sketches/material, merch & free patterns! (YellowFr3ak)",https://graphtreon.com/creator/YellowFr3ak,40,,,529,Apr 2018
463,Sunako,Sunako is creating illustrations (sunakoart),https://graphtreon.com/creator/sunakoart,40,$211 per month,$5.27 per month,392,Sep 2018
464,Doktor A.,Doktor A. is creating Vintage Model Robot tutorials! (mechtorians),https://graphtreon.com/creator/mechtorians,40,,,1319,Feb 2016
465,Dark Regions Press - Independent Specialty Publisher,"Dark Regions Press - Independent Specialty Publisher is creating Collectibles, Books, Artwork, Comics, Games (DarkRegionsPress)",https://graphtreon.com/creator/DarkRegionsPress,40,,,1727,Jan 2015
466,Shadeykris,Shadeykris is creating spiffy-keen art and things (shadeykris),https://graphtreon.com/creator/shadeykris,39,$102 per month,$2.61 per month,771,Aug 2017
467,Higu Rose,Higu Rose is creating comix and illustrations (higu),https://graphtreon.com/creator/higu,39,,,1629,Apr 2015
468,Redd Walitzki,Redd Walitzki is creating Art (reddwalitzki),https://graphtreon.com/creator/reddwalitzki,39,,,202,Mar 2019
469,bucketofROBOTS,bucketofROBOTS is creating illustrations and personal projects! (bucketofrobots),https://graphtreon.com/creator/bucketofrobots,39,,,860,May 2017
470,Roni Yoffe,"Roni Yoffe is creating Paintings, Drawings and Illustrations (roniyoffe)",https://graphtreon.com/creator/roniyoffe,39,$111 per month,$2.85 per month,824,Jun 2017
471,VAMPBYTE,"VAMPBYTE is creating stories, illustrations, and other colorful stuff (vampbyte)",https://graphtreon.com/creator/vampbyte,39,,,488,Jun 2018
472,Katie,Katie is creating paintings (alcibiades),https://graphtreon.com/creator/alcibiades,39,,,1666,Mar 2015
473,Myrmidia,Myrmidia is creating happiness ♡ (Myrmidia),https://graphtreon.com/creator/Myrmidia,38,,,462,Jun 2018
474,Randy Vargas,"Randy Vargas is creating Illustrations, drawings and more. (vargasni)",https://graphtreon.com/creator/vargasni,38,,,255,Jan 2019
475,Chaz Kemp,Chaz Kemp is creating groovy Steampunk Nouveau illustrations - oh... and a tarot deck! (ChazKemp),https://graphtreon.com/creator/ChazKemp,38,,,1388,Dec 2015
476,Luis Escobar,"Luis Escobar is creating Empowerment Through Drawing Resources, Cute Art and Comics. (LuisEscobar)",https://graphtreon.com/creator/LuisEscobar,38,$943 per month,$24.82 per month,1627,Apr 2015
477,Stampy,Stampy is creating Anthro Macro Artwork (stampy),https://graphtreon.com/creator/stampy,38,$228 per month,$6.01 per month,1250,Apr 2016
478,Quickposes,Quickposes is creating The worlds nr. 1 gesture drawing library (quickposes),https://graphtreon.com/creator/quickposes,38,,,1117,Sep 2016
479,Worlds Without End,"Worlds Without End is creating an online science fiction, fantasy, & horror books community (wwend)",https://graphtreon.com/creator/wwend,38,,,387,Sep 2018
480,EdBCollie,EdBCollie is creating dumb dog drawings (mandog202),https://graphtreon.com/creator/mandog202,38,,,1631,Apr 2015
481,GM Leigh,GM Leigh is creating hand painted tabletop miniatures. (mageproductions),https://graphtreon.com/creator/mageproductions,38,,,440,Jul 2018
482,Brittany Castle,Brittany Castle is creating Illustrations with sign langauge (BritCastle),https://graphtreon.com/creator/BritCastle,38,,,278,Dec 2018
483,Naniiebim,Naniiebim is creating Art (naniiebim),https://graphtreon.com/creator/naniiebim,38,,,2013,Mar 2014
484,Laura Pelick Siadak,Laura Pelick Siadak is creating paintings from the other side of the forest. (fallenlights),https://graphtreon.com/creator/fallenlights,38,$273 per month,$7.19 per month,549,Apr 2018
485,Oliver Hamlin,Oliver Hamlin is creating Illustrations and Fan Art (oliverhamlin),https://graphtreon.com/creator/oliverhamlin,38,,,437,Jul 2018
486,The Philadelphia Partisan,The Philadelphia Partisan is creating an art and political journal,https://graphtreon.com/creator/user?u=5378075,38,$266 per month,$7.00 per month,918,Mar 2017
487,CloverCoin,CloverCoin is creating Art (CloverCoin),https://graphtreon.com/creator/CloverCoin,37,$150 per month,$4.04 per month,1937,Jun 2014
488,Anadia,Anadia is creating Art (anadiachan),https://graphtreon.com/creator/anadiachan,37,,,1749,Dec 2014
489,Brynn Metheney,Brynn Metheney is creating Of the Fittest (OftheFittest),https://graphtreon.com/creator/OftheFittest,37,$160 per month,$4.33 per month,547,Apr 2018
490,Li Didkovsky,Li Didkovsky is creating lots of art (spaceling),https://graphtreon.com/creator/spaceling,37,,,1965,May 2014
491,Shlimaz,Shlimaz is creating Furry Art & Illustrations (Shlimaz),https://graphtreon.com/creator/Shlimaz,37,,,706,Oct 2017
492,Foxinajacket,Foxinajacket is creating illustrations and comics (Foxinajacket),https://graphtreon.com/creator/Foxinajacket,37,,,789,Aug 2017
493,anyuu,anyuu is creating streams and illustrations (anyuu),https://graphtreon.com/creator/anyuu,37,,,507,May 2018
494,Stockholm17,Stockholm17 is creating Custom Playing Cards (stockholm17),https://graphtreon.com/creator/stockholm17,37,,,383,Sep 2018
495,Ashly Lovett,Ashly Lovett is creating illustrations (ashlylovett),https://graphtreon.com/creator/ashlylovett,37,$157 per month,$4.25 per month,1242,May 2016
496,artofprice,artofprice is creating an art book (artofprice),https://graphtreon.com/creator/artofprice,37,,,505,May 2018
497,Leslie Casilli,"Leslie Casilli is creating Fantasy Art, Tarot Cards, and a Dragon Bird series (LeslieCasilli)",https://graphtreon.com/creator/LeslieCasilli,36,,,1185,Jul 2016
498,Karen Whitworth - Oil Painter,"Karen Whitworth - Oil Painter is creating Traditional Fine Art Oil Paintings, Drawings, and Tutorials (KarenWhitworth)",https://graphtreon.com/creator/KarenWhitworth,36,,,2071,Jan 2014
499,Archie The RedCat,"Archie The RedCat is creating Webtoon, watercolor, and other (Archie)",https://graphtreon.com/creator/Archie,36,,,484,Jun 2018
500,Fez Baker,Fez Baker is creating illustrations and tattoo designs (Rosdottir),https://graphtreon.com/creator/Rosdottir,36,,,731,Oct 2017
