Rank,CreatorName,Description,CreatorSite,PatreonSite,Instagram,Facebook,Twitter,YouTube,Patrons,Earnings,EarningPerPatron,DaysRunning,Launched
104,GHOST,GHOST is creating VOCALOID original songs and artwork (ghostandpals),https://graphtreon.com/creator/ghostandpals,https://www.patreon.com/ghostandpals,0,0,https://twitter.com/GHOST_AND_PALS,https://www.youtube.com/channel/UCJ5k-jf-8fzMGnpEy27X4DQ,181,,,1273,16-Apr
105,Koyorin,Koyorin is creating Illustrations and Characters (koyorin),https://graphtreon.com/creator/koyorin,https://www.patreon.com/koyorin,https://www.instagram.com/koyori_n,0,https://twitter.com/koyoriin,0,178,,,1156,16-Aug
106,Naomi Romero,Naomi Romero is creating illustrations and merchandise (naomiromero),https://graphtreon.com/creator/naomiromero,https://www.patreon.com/naomiromero,0,0,https://twitter.com/naomiromeroart,0,178,"$1,774 per month",$9.97 per month,793,17-Jul
107,Kat Tsai,Kat Tsai is creating digital illustrations (chuwenjie),https://graphtreon.com/creator/chuwenjie,https://www.patreon.com/chuwenjie,0,0,https://twitter.com/Chuwenjie,0,177,,,428,18-Jul
108,Milby's Maps,Milby's Maps is creating Hand-Drawn Fantasy Cartography (milbysmaps),https://graphtreon.com/creator/milbysmaps,https://www.patreon.com/milbysmaps,0,0,0,0,177,$985 per month,$5.57 per month,377,18-Sep
109,James Wappel,James Wappel is creating tutorials for painting miniatures and terrain (JamesWappel),https://graphtreon.com/creator/JamesWappel,https://www.patreon.com/JamesWappel,0,0,0,https://www.youtube.com/channel/UCUCDrGF2doRk9Wf2KPPSyZQ/videos,174,"$1,904 per month",$10.95 per month,696,17-Nov
110,Character Design References,Character Design References is creating the Character Design Challenge! (CharacterDesignChallenge),https://graphtreon.com/creator/CharacterDesignChallenge,https://www.patreon.com/CharacterDesignChallenge,https://www.instagram.com/characterdesignchallenge,0,https://twitter.com/CDReferences,0,172,,,1063,16-Nov
111,Marcello Barenghi,Marcello Barenghi is creating drawing videos and tutorials (marcellobarenghi),https://graphtreon.com/creator/marcellobarenghi,https://www.patreon.com/marcellobarenghi,https://www.instagram.com/marcellobarenghi,0,https://twitter.com/BarenghiM,https://www.youtube.com/marcellobarenghi,169,"$1,449 per month",$8.57 per month,1447,15-Oct
112,Artist and Painter Knut Andre Vikshåland,Artist and Painter Knut Andre Vikshåland is creating Art Oil Paintings and Oil painting lesson Videos on Youtube  (KnutAndreVikshaland),https://graphtreon.com/creator/KnutAndreVikshaland,https://www.patreon.com/KnutAndreVikshaland,https://www.instagram.com/knut.andre.vikshaland,0,https://twitter.com/Knut,https://www.youtube.com/channel/UCFOWe4I8JNY-MDLG4PRLG9g,168,,,1199,16-Jun
113,Samantha Darcy,Samantha Darcy is creating the Adventurer’s Fashion Primer (samdarcy),https://graphtreon.com/creator/samdarcy,https://www.patreon.com/samdarcy,0,0,https://twitter.com/65thvictor,0,168,,,617,18-Jan
114,Astri Lohne,Astri Lohne is creating Illustrations and Tutorials (astrilohne),https://graphtreon.com/creator/astrilohne,https://www.patreon.com/astrilohne,0,0,0,https://www.youtube.com/c/AstriSjursen,167,$997 per Illustration Box (usually 1 per month),$5.97 per Illustration Box (usually 1 per month),294,18-Dec
115,Krenz,"Krenz is creating art tutorial,Illustration,fanart (KrenzCushart)",https://graphtreon.com/creator/KrenzCushart,https://www.patreon.com/KrenzCushart,0,0,https://twitter.com/KrenzCushart,0,164,"$1,326 per Tutorial",$8.08 per Tutorial,1413,15-Nov
116,Margaret Morales,Margaret Morales is creating watercolor paintings and drawings (margaretmoralesart),https://graphtreon.com/creator/margaretmoralesart,https://www.patreon.com/margaretmoralesart,0,0,https://twitter.com/mmoralesart,https://www.youtube.com/channel/UC87VXEO9ptRebF91ClIbGTw,162,,,1061,16-Nov
117,Ten Hundred,"Ten Hundred is creating Murals, Paintings, Clothing and Design (tenhun)",https://graphtreon.com/creator/tenhun,https://www.patreon.com/tenhun,0,0,https://twitter.com/psmoov,https://www.youtube.com/psmoovie,160,"$1,455 per month",$9.09 per month,462,18-Jun
118,Bjenny Montero,Bjenny Montero is creating Artwork (bjennymontero),https://graphtreon.com/creator/bjennymontero,https://www.patreon.com/bjennymontero,https://www.instagram.com/bjennymontero,0,https://twitter.com/bjennymontero,0,159,,,226,19-Feb
119,ellie vs bear,ellie vs bear is creating illustrations and art tutorials (ellievsbear),https://graphtreon.com/creator/ellievsbear,https://www.patreon.com/ellievsbear,https://www.instagram.com/ellievsbear,0,0,0,159,"$1,270 per month",$7.99 per month,150,19-May
120,GUWEIZ,"GUWEIZ is creating Digital Illustrations, Processes & Tutorials (guweiz)",https://graphtreon.com/creator/guweiz,https://www.patreon.com/guweiz,0,0,https://twitter.com/ttguweiz,0,158,"$1,801 per Monthly Content",$11.40 per Monthly Content,1392,15-Dec
121,Frenone,"Frenone is creating Illustrations, Pins & Playing Cards (frenone)",https://graphtreon.com/creator/frenone,https://www.patreon.com/frenone,0,0,https://twitter.com/frenone,0,157,,,1340,16-Jan
122,SAU-SIEGE,"SAU-SIEGE is creating pretty gaming Illustrations, Videos & Animations (sau_siege)",https://graphtreon.com/creator/sau_siege,https://www.patreon.com/sau_siege,0,0,https://twitter.com/SAU_SIEGE,https://www.youtube.com/channel/UCpvpvC0YqA9XkFwNBN4oXIA,156,,,172,19-Apr
123,Caroline Henkelius,Caroline Henkelius is creating products in wool - from our own mill in Sweden  (honerocheir),https://graphtreon.com/creator/honerocheir,https://www.patreon.com/honerocheir,https://www.instagram.com/maranghuset,0,0,https://www.youtube.com/channel/UCWIysTkI6x0_842TeZdrKzg/videos?view_as=subscriber,155,,,695,17-Nov
124,Ana Godis,Ana Godis is creating illustrations  (ana_godis),https://graphtreon.com/creator/ana_godis,https://www.patreon.com/ana_godis,https://www.instagram.com/ana_godis,0,0,0,154,,,605,18-Feb
125,$1 Adventure Frameworks,$1 Adventure Frameworks is creating RPG Mini Adventures & Side Treks,https://graphtreon.com/creator/user?u=645444,https://www.patreon.com/user?u=645444,0,0,0,0,154,$185 per creation,$1.20 per creation,1113,16-Sep
126,Kip and Kel,Kip and Kel is creating art (kipandkel),https://graphtreon.com/creator/kipandkel,https://www.patreon.com/kipandkel,0,0,0,0,154,,,470,18-Jun
127,LOVESOUP,"LOVESOUP is creating illustration, enamel pins & other creations (lovesoup)",https://graphtreon.com/creator/lovesoup,https://www.patreon.com/lovesoup,https://www.instagram.com/lovesoup,0,https://twitter.com/love_is_soup,0,146,,,444,18-Jul
128,Salaise Figurine Studio,Salaise Figurine Studio is creating Miniature painting (salaisefigurinestudio),https://graphtreon.com/creator/salaisefigurinestudio,https://www.patreon.com/salaisefigurinestudio,0,0,0,0,146,,,920,17-Mar
129,Darren Carnall,"Darren Carnall is creating miniature painting video tutorials, custom figures and statues (DarrenCarnall)",https://graphtreon.com/creator/DarrenCarnall,https://www.patreon.com/DarrenCarnall,https://www.instagram.com/darrencarnall,0,https://twitter.com/DarrenCarnall,https://www.youtube.com/user/DarrenCarnall,146,$712 per month,$4.87 per month,1539,15-Jul
130,Ash,Ash is creating a monthly Poe Egglesworth pin club (fleacircusdesigns),https://graphtreon.com/creator/fleacircusdesigns,https://www.patreon.com/fleacircusdesigns,https://www.instagram.com/fleacircusdesigns,https://www.facebook.com/fleacircusdesigns/,0,0,144,,,219,19-Feb
131,Marco Bucci,Marco Bucci is creating painting tutorials for artists of all levels (marcobucci),https://graphtreon.com/creator/marcobucci,https://www.patreon.com/marcobucci,0,0,0,https://www.youtube.com/user/marcobucci,142,$833 per creation,$5.87 per creation,838,17-Jun
132,Tiny Plant,Tiny Plant is creating a cute sticker club! (tinyplant),https://graphtreon.com/creator/tinyplant,https://www.patreon.com/tinyplant,https://www.instagram.com/tiny.plant,0,0,0,141,,,216,19-Feb
133,Heather Rooney,Heather Rooney is creating Photorealistic Drawings  & Drawing Videos (heatherrooney),https://graphtreon.com/creator/heatherrooney,https://www.patreon.com/heatherrooney,https://www.instagram.com/heather12ooney,0,https://twitter.com/heather12ooney,https://www.youtube.com/heatherrooney,141,,,732,17-Sep
134,Joy San,Joy San is creating A Graphic Novel & Illustrations (sexytuna),https://graphtreon.com/creator/sexytuna,https://www.patreon.com/sexytuna,0,0,https://twitter.com/sexytuna,https://www.youtube.com/user/joyyyous,141,,,1366,16-Jan
135,V-0-3,V-0-3 is creating Paper Roses and Illustrations (v03),https://graphtreon.com/creator/v03,https://www.patreon.com/v03,0,0,https://twitter.com/v_0_3,https://www.youtube.com/channel/UCOPWRc0CoOaPQEqxq_OJshQ,140,,,1215,16-Jun
136,Rory Blank,Rory Blank is creating Drawing pictures of goblins or sad people or something (roryblank),https://graphtreon.com/creator/roryblank,https://www.patreon.com/roryblank,https://www.instagram.com/roryblank,0,https://twitter.com/Pisscastle,0,139,$726 per month,$5.22 per month,736,17-Sep
137,Tanya Shatseva,"Tanya Shatseva is creating psychedelic art, surreal acrylic and mixed media paintings (tanyashatseva)",https://graphtreon.com/creator/tanyashatseva,https://www.patreon.com/tanyashatseva,https://www.instagram.com/tanyashatseva,0,0,https://www.youtube.com/channel/UCqClMy22TkKRG2xuUvBdACw?sub_confirmation=1,139,,,987,17-Jan
138,White Cloud Pavilion,White Cloud Pavilion is creating Kickass scheduled manhua scanlation for series you love to read (WhiteCloudPavilion),https://graphtreon.com/creator/WhiteCloudPavilion,https://www.patreon.com/WhiteCloudPavilion,0,0,0,https://www.youtube.com/channel/UCxWdYttySjGVLqs2KO5eWCg,138,,,1163,16-Jul
139,Chris Ryniak,Chris Ryniak is creating Friendly Monster Drawings! (chrisryniak),https://graphtreon.com/creator/chrisryniak,https://www.patreon.com/chrisryniak,0,0,https://twitter.com/chrisryniak,https://www.youtube.com/channel/UCLm26NXRM6tPpxlQApg6FTw,137,,,1963,14-May
140,Daniel's Maps,Daniel's Maps is creating fantasy and RPG maps (danielsmaps),https://graphtreon.com/creator/danielsmaps,https://www.patreon.com/danielsmaps,https://www.instagram.com/danielsmaps,https://www.facebook.com/danielsmaps/,0,0,136,$273 per map,$2.00 per map,303,18-Dec
141,The Iconfactory,"The Iconfactory is creating wallpapers, icons & digital goodies! (iconfactory)",https://graphtreon.com/creator/iconfactory,https://www.patreon.com/iconfactory,0,0,0,0,136,,,220,19-Feb
142,Mavichist,Mavichist is creating GenBrush; map painting and rendering software for world builders (genbrush),https://graphtreon.com/creator/genbrush,https://www.patreon.com/genbrush,0,0,0,0,136,$431 per month,$3.17 per month,201,19-Mar
143,Shayla Maddox,Shayla Maddox is creating Circles • Water • Light (shaylamaddox),https://graphtreon.com/creator/shaylamaddox,https://www.patreon.com/shaylamaddox,https://www.instagram.com/shaylamaddox,0,https://twitter.com/shaylamaddox,0,134,,,2151,13-Nov
144,Cornelia Hernes Artwork,Cornelia Hernes Artwork is creating Portrait Painting Videos (Corneliahernesartwork),https://graphtreon.com/creator/Corneliahernesartwork,https://www.patreon.com/Corneliahernesartwork,0,0,0,0,134,,,380,18-Sep
145,BWusagi,"BWusagi is creating Original Characters, illustration and concept  (bwusagi)",https://graphtreon.com/creator/bwusagi,https://www.patreon.com/bwusagi,0,0,https://twitter.com/bwusagi,https://www.youtube.com/channel/UCsjQEchyHORJ25aHRw_cgzA,133,,,1378,15-Dec
146,Elentori,Elentori is creating Illustrations and Tutorials (elentori),https://graphtreon.com/creator/elentori,https://www.patreon.com/elentori,https://www.instagram.com/elentori,0,https://twitter.com/Elentori,https://www.youtube.com/user/elentori,133,,,1044,16-Nov
147,Stephie Clark,Stephie Clark is creating Soft pastel art (12_stephieclark),https://graphtreon.com/creator/12_stephieclark,https://www.patreon.com/12_stephieclark,https://www.instagram.com/clarks,0,0,0,132,,,277,18-Dec
148,Whalephat,"Whalephat is creating Monthly Enamel Pin Club, Illustrations and Art (Whalephat)",https://graphtreon.com/creator/Whalephat,https://www.patreon.com/Whalephat,https://www.instagram.com/whalephat,https://www.facebook.com/Whalephat/,https://twitter.com/Whalephat,https://www.youtube.com/user/minceminnie,132,,,493,18-May
149,NoFlutter,NoFlutter is creating Concept Art and Pinup Design Illustrations  (noflutter),https://graphtreon.com/creator/noflutter,https://www.patreon.com/noflutter,0,0,https://twitter.com/noflutter,0,132,$550 per month,$4.16 per month,1432,15-Oct
150,Marrus,"Marrus is creating Fantastical, metaphorical fine art for the smart! (marrusart)",https://graphtreon.com/creator/marrusart,https://www.patreon.com/marrusart,0,0,https://twitter.com/marrusart,0,131,,,1452,15-Oct
151,Amie Howard Art,Amie Howard Art is creating Coloured Pencil Tutorials and Techniques (AmieHowardArt),https://graphtreon.com/creator/AmieHowardArt,https://www.patreon.com/AmieHowardArt,https://www.instagram.com/amiehowardart,0,https://twitter.com/AmieHowardArt,https://www.youtube.com/Amiehowardart,131,"$1,160 per month",$8.86 per month,1444,15-Oct
152,Satoshi Matsuura,Satoshi Matsuura is creating creature and character design. (satoshi_matsuura),https://graphtreon.com/creator/satoshi_matsuura,https://www.patreon.com/satoshi_matsuura,0,0,https://twitter.com/hiziri_pro,0,130,$258 per month,$1.99 per month,773,17-Aug
153,Dalton Stark,Dalton Stark is creating doodles and stickers (daltondoodles),https://graphtreon.com/creator/daltondoodles,https://www.patreon.com/daltondoodles,https://www.instagram.com/daltondoodles,0,0,0,129,$953 per month,$7.38 per month,377,18-Sep
154,Yencat,Yencat is creating Merchandise & Illustration (Yencat),https://graphtreon.com/creator/Yencat,https://www.patreon.com/Yencat,https://www.instagram.com/yencatx,0,0,0,128,,,213,19-Mar
155,Heather R. Hitchman,"Heather R. Hitchman is creating A world called ""Terratoff"" (terratoff)",https://graphtreon.com/creator/terratoff,https://www.patreon.com/terratoff,https://www.instagram.com/heatherhitchman,0,https://twitter.com/HeatherHitchman,https://www.youtube.com/user/heath1313,127,"$1,015 per month",$7.99 per month,839,17-Jun
156,Amy Davis Roth,Amy Davis Roth is creating Multimedia art projects inspired by science and nature. (SurlyAmy),https://graphtreon.com/creator/SurlyAmy,https://www.patreon.com/SurlyAmy,0,0,https://twitter.com/surlyamy,0,127,,,1654,15-Mar
157,Alarm Eighteen,Alarm Eighteen is creating Books & Artwork. (alarmeighteen),https://graphtreon.com/creator/alarmeighteen,https://www.patreon.com/alarmeighteen,0,0,0,0,126,,,253,19-Jan
158,Aaron Miller,Aaron Miller is creating Collector Tokens (aaronmiller),https://graphtreon.com/creator/aaronmiller,https://www.patreon.com/aaronmiller,https://www.instagram.com/aaronmiller,0,https://twitter.com/aarondraws,https://www.youtube.com/user/aaronbernardmiller/videos,125,"$1,146 per creation",$9.16 per creation,965,17-Feb
159,Krista Leigh Smith,Krista Leigh Smith is creating Art and Characters (kristaleighsmith),https://graphtreon.com/creator/kristaleighsmith,https://www.patreon.com/kristaleighsmith,https://www.instagram.com/kristacanary,0,0,https://www.youtube.com/user/77krisra77/videos?disable_polymer=1,125,,,439,18-Jul
160,Lopoddity,Lopoddity is creating Illustrations and Doodles (lopoddity),https://graphtreon.com/creator/lopoddity,https://www.patreon.com/lopoddity,0,0,0,0,124,$820 per month,$6.62 per month,447,18-Jul
161,Sylessae,Sylessae is creating digital artwork and livestreaming! (sylessae),https://graphtreon.com/creator/sylessae,https://www.patreon.com/sylessae,0,0,https://twitter.com/sylessae,https://www.youtube.com/channel/UCqARB3DUrVyzC1psr6OQYFw,122,,,1012,16-Dec
162,Borodante,Borodante is creating digital paintings (borodante),https://graphtreon.com/creator/borodante,https://www.patreon.com/borodante,0,0,https://twitter.com/borodante,https://www.youtube.com/c/borodante-kun,122,$327 per month,$2.68 per month,1333,16-Feb
163,Baerthe,Baerthe is creating MTG Tokens (Baerthe),https://graphtreon.com/creator/Baerthe,https://www.patreon.com/Baerthe,https://www.instagram.com/realbaerthe,0,https://twitter.com/RealBaerthe,0,121,,,430,18-Jul
164,Olga Zakharova,Olga Zakharova is creating stock illustrations (successfulstocker),https://graphtreon.com/creator/successfulstocker,https://www.patreon.com/successfulstocker,https://www.instagram.com/successfulstocker,https://www.facebook.com/faveteart/,0,0,121,$373 per month,$3.09 per month,246,19-Jan
165,Matthew Meyer,Matthew Meyer is creating yokai (osarusan),https://graphtreon.com/creator/osarusan,https://www.patreon.com/osarusan,https://www.instagram.com/matthewmeyerart,0,https://twitter.com/matthewmeyerart,0,120,$747 per month,$6.22 per month,1504,15-Aug
166,Rose Lemberg,Rose Lemberg is creating BIRDVERSE (rblemberg),https://graphtreon.com/creator/rblemberg,https://www.patreon.com/rblemberg,0,0,0,0,120,,,1728,15-Jan
167,Hannah515,Hannah515 is creating Illustrations (hannah515),https://graphtreon.com/creator/hannah515,https://www.patreon.com/hannah515,https://www.instagram.com/dessiedisconnects,0,https://twitter.com/desperosolace,0,119,$146 per month,$1.23 per month,502,18-May
168,James Perrett,James Perrett is creating D&D items and weapons! (jamesperrett),https://graphtreon.com/creator/jamesperrett,https://www.patreon.com/jamesperrett,https://www.instagram.com/jaaamesperrett,0,0,0,119,$322 per month,$2.70 per month,250,19-Jan
169,Spielebude,Spielebude is creating Battle Reports & Painting Tutorials (spielebude),https://graphtreon.com/creator/spielebude,https://www.patreon.com/spielebude,0,0,0,https://www.youtube.com/channel/UCHaqgHuzZRPPIcGYRdUVNeg,118,,,880,17-May
170,Sybile Art,"Sybile Art is creating Magical Paintings, Drawings & Pins (sybileart)",https://graphtreon.com/creator/sybileart,https://www.patreon.com/sybileart,https://www.instagram.com/sybileart,0,https://twitter.com/Sybileart,https://www.youtube.com/channel/UCOrewrR-s1vJExohhmOt6IQ,118,,,979,17-Jan
